"ID"	"Function"
"njc118"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc119"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc120"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc121"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc122"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc123"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc124"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc125"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc126"	"Nitrate (NO3-) -- Consumption"
"njc127"	"Nitrite (NO2-) -- Consumption"
"njc128"	"Oxaloacetate -- Consumption"
"njc129"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc130"	"Pectin -- Macromolecule"
"njc131"	"Pentanol -- Production"
"njc132"	"Phenylacetate -- Production"
"njc133"	"Phenylethylamine -- Production"
"njc134"	"Polypeptide -- Macromolecule"
"njc135"	"Propanoate (Propionate) -- Consumption"
"njc136"	"Propanoate (Propionate) -- Production"
"njc137"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc138"	"Putrescine -- Production"
"njc139"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc140"	"Pyruvate -- Consumption"
"njc141"	"Pyruvate -- Production"
"njc142"	"Raffinose -- Consumption"
"njc143"	"Riboflavin (Vitamin B2) -- Consumption"
"njc144"	"Riboflavin (Vitamin B2) -- Production"
"njc145"	"Spermidine -- Production"
"njc146"	"Stachyose -- Consumption"
"njc147"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc148"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc149"	"Succinate -- Production"
"njc150"	"Sucrose -- Consumption"
"njc151"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc152"	"Tauro-b-muricholic acid -- Consumption"
"njc153"	"Taurochenodeoxycholate -- Consumption"
"njc154"	"Taurocholate -- Consumption"
"njc155"	"Taurodeoxycholate -- Consumption"
"njc156"	"Taurolithocholate -- Consumption"
"njc157"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc158"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc159"	"Thiosulfate -- Consumption"
"njc160"	"Trehalose -- Consumption"
"njc161"	"Triglyceride -- Macromolecule"
"njc162"	"Trimethylamine -- Production"
"njc163"	"Tyramine -- Production"
"njc164"	"Urea -- Consumption"
"njc165"	"Urea -- Production"
"njc166"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc167"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc168"	"XOS (Xylooligosaccharide) -- Consumption"
"njc169"	"Xylan -- Macromolecule"
