"ID"	"Function"
"njc90"	"L-Arginine (Arginine) -- Consumption"
"njc91"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc92"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc93"	"L-Fucose -- Consumption"
"njc94"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc95"	"L-Histidine (Histidine) -- Consumption"
"njc96"	"L-Idonate -- Consumption"
"njc97"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc98"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc99"	"L-Leucine (Leucine) -- Consumption"
"njc100"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc101"	"L-Methionine (D-Methionine) -- Consumption"
"njc102"	"L-Ornithine (Ornithine) -- Production"
"njc103"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc104"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc105"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc106"	"L-Sorbose (Sorbose) -- Consumption"
"njc107"	"L-Threonine (Threonine) -- Consumption"
"njc108"	"L-Threonine (Threonine) -- Production"
"njc109"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc110"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc111"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc112"	"Lactose -- Consumption"
"njc113"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc114"	"Lithocholic acid -- Production"
"njc115"	"Maltose -- Consumption"
"njc116"	"Mannan -- Macromolecule"
"njc117"	"Melibiose -- Consumption"
"njc118"	"Menaquinone (Vitamin K2) -- Production"
"njc119"	"Methanol -- Consumption"
"njc120"	"Methanol -- Production"
"njc121"	"Methylamine (Monomethylamine) -- Consumption"
"njc122"	"Methylamine (Monomethylamine) -- Production"
"njc123"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc124"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc125"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc126"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc127"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc128"	"N2 -- Consumption"
"njc129"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc130"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc131"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc132"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc133"	"Nitrate (NO3-) -- Consumption"
"njc134"	"Nitrite (NO2-) -- Consumption"
"njc135"	"Oxaloacetate -- Consumption"
"njc136"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc137"	"Pectin -- Macromolecule"
"njc138"	"Pentanol -- Production"
"njc139"	"Phenylacetate -- Production"
"njc140"	"Phenylethylamine -- Production"
"njc141"	"Polypeptide -- Macromolecule"
"njc142"	"Propanoate (Propionate) -- Consumption"
"njc143"	"Propanoate (Propionate) -- Production"
"njc144"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc145"	"Putrescine -- Production"
"njc146"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc147"	"Pyruvate -- Consumption"
"njc148"	"Pyruvate -- Production"
"njc149"	"Raffinose -- Consumption"
"njc150"	"Riboflavin (Vitamin B2) -- Production"
"njc151"	"Spermidine -- Production"
"njc152"	"Stachyose -- Consumption"
"njc153"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc154"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc155"	"Succinate -- Consumption"
"njc156"	"Succinate -- Production"
"njc157"	"Sucrose -- Consumption"
"njc158"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc159"	"Tauro-b-muricholic acid -- Consumption"
"njc160"	"Taurochenodeoxycholate -- Consumption"
"njc161"	"Taurocholate -- Consumption"
"njc162"	"Taurodeoxycholate -- Consumption"
"njc163"	"Taurolithocholate -- Consumption"
"njc164"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc165"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc166"	"Thiosulfate -- Consumption"
"njc167"	"Trehalose -- Consumption"
"njc168"	"Trimethylamine -- Production"
"njc169"	"Tyramine -- Consumption"
"njc170"	"Tyramine -- Production"
"njc171"	"Urea -- Consumption"
"njc172"	"Urea -- Production"
"njc173"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc174"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc175"	"XOS (Xylooligosaccharide) -- Consumption"
"njc176"	"Xylan -- Macromolecule"
