"ID"	"Hera_1"	"Wolverine_1"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hera_67"	"JarJarBinks_68"
"fpt13"	0.02	0	0	0.09	0	0	0	0	0	0.04	0	0	0	0.07	0.09	0	0.02	0	0	0	1.38	0	0	0.02	0	0	0	0.78	0	0	0	0.02	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.31	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0.02	0	0	0.04	0	0	0.07	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.31	0	0	0	0	0.07	0	0	0	0.49	0.07	0	0	0.47	0	0.04	0.07	0	0	0	0	0	0.04
"fpt14"	0.13	0	0.38	70.43	0.32	0.04	0	1.2	0.4	7.32	9.7	3.67	0	1.45	49.42	0.02	2.38	9.8	0.02	4.69	69.73	0	0.18	0.11	0	1.78	0.42	30.61	0	0.16	0	0.07	26.78	0.67	0	20.66	35.11	9.05	2.33	18.72	5.01	15.65	70.06	0.04	0	3.98	1.2	0	28.6	0.07	14.36	0.4	0.04	0.13	6.67	40.91	2.58	1.27	13.7	3.78	0.07	1.6	6.05	55.23	0.33	3.47	2.78	1.22	0.24	2.65	2.4	0.02	0.2	0.13	0.47	1.31	9	1.13	0.04	0.44	2.98	0.38	0.22	2.11	0	22.96	14.02	0	0.18	0.33	20.16	0.02	3.62	0.02	3.65	6.73	1.82	1.67	0.53	0.67	62.49	26.14	0.13	0.09	0.53	28.45	0.96	1.09	0	1.29	14.08	1.67	42.41	8.52	20.13	1.89	4.16	0	12.6	0.04	4.78	0.02	4.72
"fpt15"	0.58	2.29	1.49	29.57	2.77	0.53	1.26	3.85	1.82	5.09	7.4	0.89	29.64	6.29	20.07	9.84	4	5.96	5.76	3.6	39.85	1.4	0.98	1.18	8.21	2.4	2.56	18.71	2.42	3.13	6.29	0.58	1.47	1.87	2.94	10.32	4.18	1.04	3.38	9.42	4.21	6.98	4.65	0.04	1.69	3.73	1.85	0.78	13.72	1.13	6.98	5.49	2.6	1.91	4.4	17.36	1.98	3.67	7.41	2.2	5	2.65	2.87	23.98	2.33	4.8	4.65	1.04	0.4	13.45	1.09	5.77	0.33	2.45	4.25	65.14	6.96	14.25	1.13	1.87	7.13	0.56	3.45	4.4	4.23	12.36	8.36	2	0.42	12.65	3.6	1.29	5.11	1.69	11.04	3.87	4.13	1.8	2.63	0.51	32.73	1.51	0.18	0.44	4.56	13.2	1.33	1.67	1.85	1.27	21.2	8.64	1.53	4.38	1.27	1.47	6.54	3.22	28.63	12.18	3.85	0.78	4.23
"fpt16"	0.64	2.29	1.76	75.16	3.03	0.58	1.26	4.69	2.02	9.45	14.05	4.45	29.64	7.74	54.53	9.87	6.36	12.76	5.78	6.91	69.73	1.4	1.13	1.29	8.21	3.71	2.89	31.06	2.42	3.22	6.29	0.6	27.7	2.53	2.94	23.55	38.71	9.98	5.05	22.34	7.77	17.17	70.84	0.09	1.69	6.36	2.49	0.78	33.31	1.2	16.96	5.87	2.62	2	9.11	46.11	3.76	4.76	17.34	4.6	5.07	3.71	7.11	66.08	2.67	5.75	5.38	1.89	0.47	15.34	2.71	5.79	0.42	2.47	4.38	66.18	12.81	15.16	1.18	1.98	9.98	0.78	3.53	4.96	4.23	29.12	17.69	2	0.51	12.94	23.65	1.31	7.87	1.71	13.95	10.24	5.51	2.89	3.12	0.85	81.43	27.17	0.29	0.53	4.98	32.25	2.02	2.76	1.85	1.53	30.88	9.93	43.65	9.68	21.31	2.58	9.29	3.22	37.53	12.23	8.12	0.8	8.04
"fpt17"	0.58	2.29	1.49	29.57	2.77	0.53	1.26	3.85	1.82	5.09	7.4	0.89	29.64	6.29	20.07	9.84	4	5.96	5.76	3.6	39.85	1.4	0.98	1.18	8.21	2.4	2.56	18.71	2.42	3.13	6.29	0.58	1.47	1.87	2.94	10.32	4.18	1.04	3.38	9.42	4.21	6.98	4.65	0.04	1.69	3.73	1.85	0.78	13.72	1.13	6.98	5.49	2.6	1.91	4.4	17.36	1.98	3.67	7.41	2.2	5	2.65	2.87	23.98	2.33	4.8	4.65	1.04	0.4	13.45	1.09	5.77	0.33	2.45	4.25	65.14	6.96	14.25	1.13	1.87	7.13	0.56	3.45	4.4	4.23	12.36	8.36	2	0.42	12.65	3.6	1.29	5.11	1.69	11.04	3.87	4.13	1.8	2.63	0.51	32.73	1.51	0.18	0.44	4.56	13.2	1.33	1.67	1.85	1.27	21.2	8.64	1.53	4.38	1.27	1.47	6.54	3.22	28.63	12.18	3.85	0.78	4.23
"fpt18"	3.42	2.29	3.29	78.2	6.36	3.2	3.3	10.71	2.58	9.88	14.63	5.58	30.53	10.43	55.62	10.36	8.16	14.2	6.58	8.96	69.75	1.4	4.07	3	9.52	5.89	5.83	31.12	2.42	8.78	7.29	3.18	29.01	3.69	3.65	25.42	41.92	13.09	6.98	24.18	9.35	18.41	72.09	0.8	2.45	9.11	5.09	2.73	35.05	4.36	17.98	8.69	2.71	6.8	10.76	46.93	4.96	7.82	19.43	6.94	8.47	3.76	9.34	66.84	3	7.59	8.74	4.27	0.47	16.83	3.34	8.15	0.56	14.41	8.79	66.67	22.97	17.03	6.27	13.63	12.16	0.91	7.78	7.67	6.78	31.56	22.78	2.02	2.47	16.72	24.23	2.34	9.23	1.71	18.62	11.18	7.27	7.94	3.16	1.02	81.9	27.23	0.36	3.02	6.36	35.32	3.18	2.76	2.85	1.58	32.39	18.91	43.74	11.08	21.36	4.11	13.85	4.29	45.39	15.58	8.83	1.27	10.15
"fpt19"	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.16	0	0.11	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.4	0	0	0	0	0.04	0	0.49	0.04	0.2	0	0
"fpt20"	0	0	0	0.31	0.09	0	0	0	0	0.02	0	0	0	0	0.09	0.02	0.02	0	0	0	1.38	0	0	0	0	0	0	1.2	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0.04	0	0	0	0.49	1.09	0	0	0.47	0	0.04	0	0	0.09	0	0.02	0	0.04
"fpt21"	0.04	0	0.29	43.69	0.31	0	0.07	0.89	0.2	4.4	6.8	3.58	0	1.33	34.58	0.07	2.31	6.91	0.02	3.38	31.28	0	0.16	0.09	0	1.31	0.33	13.48	0.02	0.07	0	0.04	26.23	0.69	0.02	13.48	34.51	8.94	1.67	12.87	3.67	10.21	66.17	0.02	0.04	2.62	0.51	0	19.66	0.07	10.05	0.36	0.02	0.11	4.71	28.76	1.94	2.42	9.98	2.51	0.09	1.07	4.33	42.3	0.31	1.79	1.91	0.91	0.2	11.36	1.6	0.04	0.13	0.13	0.4	63.98	5.82	11.83	0.09	0.33	2.87	0.22	0.04	0.58	0.02	16.8	9.32	0.07	0.13	4.54	20.03	0.09	2.89	0	4.61	6.38	1.42	1.2	0.49	0.31	54.77	25.66	0.07	0.09	0.47	19.07	0.69	1.13	0.02	0.76	22.2	1.36	42.14	5.63	20.02	1.2	2.76	0.02	28.34	0.13	6.01	0	3.94
"fpt22"	0	0	0	0.31	0.09	0	0	0	0	0.02	0	0	0	0	0.09	0.02	0.02	0	0	0	1.38	0	0	0	0	0	0	1.2	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0.04	0	0	0	0.49	1.09	0	0	0.47	0	0.04	0	0	0.09	0	0.02	0	0.04
"fpt23"	0	0	0	0.29	0.09	0	0	0	0	0.02	0	0	0	0	0.09	0.02	0.02	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.04
"fpt24"	0	0	0	0.2	0.09	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt25"	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.07	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.02	0	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0	0	0	0
"fpt26"	0.04	0.02	0.11	0	0.11	0.11	0.14	0.09	0.04	0.04	0.04	0.02	0.02	0.07	0	0.09	0.09	0.02	0.07	0.02	0	0.07	0	0.09	0.09	0.09	0.02	0	0.04	0	0.09	0.04	0.07	0.11	0.13	0.13	0.07	0.07	0	0.13	0.04	0.09	0	0.09	0.02	0.02	0	0.02	0.09	0.04	0.04	0.04	0.02	0	0.07	0	0.02	0.07	0.08	0.09	0.16	0.11	0.16	0	0.07	0.16	0.04	0.13	0	0.04	0.51	0.04	0.04	0	0.07	0	0.13	0.09	0.18	0.02	0.11	0	0.16	0.11	0.07	0.07	0.04	0.04	0.09	0	0	0.13	0.22	0.02	0.13	0.04	0.11	0.02	0.07	0	0.04	0.04	0	0.16	0.09	0.04	0.04	0.11	0.07	0	0.04	0.09	0.02	0.02	0.02	0.04	0.07	0.07	0.07	0.11	0.07	0	0.09
"fpt27"	34.16	39.04	47.84	96.38	60.16	38.62	55.14	40.12	51.87	32.54	57.62	32.84	62.17	39.84	76.87	36.88	30.74	38.96	53.05	33.19	75.9	24.68	49.07	45.76	55.29	60.06	39.05	55.37	36.89	47.7	46.74	58.39	62.1	55.63	41.21	64.01	61.55	48.41	51.5	56.86	50.71	57.08	81.06	65.8	36.28	55.08	51.03	52.27	62.17	44.81	45.37	33.47	24.19	73.32	54.91	62.67	75.41	33.36	60.77	60.58	40.6	34.27	64.41	80.51	46.28	45.34	37.49	57.73	44.43	44.01	53.26	45.38	45.72	36.39	41.79	74.28	41.17	39.84	58.29	38.91	55.52	30.72	48.37	51.34	47.74	67.06	47.05	41.76	51.69	49.9	53.23	46.91	56.18	42.17	52.98	51.31	50.99	47.09	49.42	35.47	89.06	49.96	35.29	52.84	56.81	60.72	56	48.09	47.69	24.34	58.02	39.29	62.01	60.7	43.51	61.58	44.6	63.61	66.36	62.18	43.99	29.05	53.42
"fpt28"	32	36.51	45.67	95.33	59.22	35.55	52.95	34.99	51.11	31.94	56.59	30.75	60.57	38.73	76.02	36.39	29.98	38.2	52.25	31.5	74.18	24.06	47.78	43.64	54.25	58.11	36.8	51.97	35.82	45.28	45.92	55.19	61.48	54.66	39.69	60.63	60.28	47.57	50.23	55.68	50.2	55.46	80.59	62.38	35.64	54.1	49.79	51.6	60.04	43.63	44.23	32.38	23.14	72.41	53.29	61.93	75.01	30.92	58.3	58.07	38.87	32.91	61.59	79.97	45.39	42.98	35.33	54.78	41.92	42.05	52.17	43.06	44.54	32.24	40.26	73.75	37.64	37.57	52.29	34.35	53.48	25.96	47.17	50.12	46.08	64.13	44.98	40.23	49.82	48.5	50.88	45	53.87	39.23	51.09	47.04	47.79	44.89	46.93	32.71	88.77	47.09	33.36	50.18	55.12	58.75	55.05	47.2	45.75	21.23	56.77	37	61.1	57.05	42.82	59.03	43.55	60.57	64.83	59.92	38.87	28.65	47.27
