"ID"	"Function"
"njc117"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc118"	"Lipoic acid (Lipoate) -- Consumption"
"njc119"	"Lithocholic acid -- Production"
"njc120"	"Maltose -- Consumption"
"njc121"	"Mannan -- Macromolecule"
"njc122"	"Melibiose -- Consumption"
"njc123"	"Menaquinone (Vitamin K2) -- Production"
"njc124"	"Methanol -- Production"
"njc125"	"Methylamine (Monomethylamine) -- Production"
"njc126"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc127"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc128"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc129"	"N-Acetyl-D-mannosamine -- Consumption"
"njc130"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc131"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc132"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc133"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc134"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc135"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc136"	"Nitrate (NO3-) -- Consumption"
"njc137"	"Nitrite (NO2-) -- Consumption"
"njc138"	"Oxaloacetate -- Consumption"
"njc139"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc140"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc141"	"Pectin -- Macromolecule"
"njc142"	"Pentanol -- Production"
"njc143"	"Phenylacetate -- Production"
"njc144"	"Phenylethylamine -- Production"
"njc145"	"Polypeptide -- Macromolecule"
"njc146"	"Propanoate (Propionate) -- Consumption"
"njc147"	"Propanoate (Propionate) -- Production"
"njc148"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc149"	"Putrescine -- Production"
"njc150"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc151"	"Pyruvate -- Consumption"
"njc152"	"Pyruvate -- Production"
"njc153"	"Raffinose -- Consumption"
"njc154"	"Riboflavin (Vitamin B2) -- Consumption"
"njc155"	"Riboflavin (Vitamin B2) -- Production"
"njc156"	"Spermidine -- Production"
"njc157"	"Stachyose -- Consumption"
"njc158"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc159"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc160"	"Succinate -- Production"
"njc161"	"Sucrose -- Consumption"
"njc162"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc163"	"Tauro-b-muricholic acid -- Consumption"
"njc164"	"Taurochenodeoxycholate -- Consumption"
"njc165"	"Taurocholate -- Consumption"
"njc166"	"Taurodeoxycholate -- Consumption"
"njc167"	"Taurolithocholate -- Consumption"
"njc168"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc169"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc170"	"Thiosulfate -- Consumption"
"njc171"	"Thymidine -- Consumption"
"njc172"	"Trehalose -- Consumption"
"njc173"	"Triglyceride -- Macromolecule"
"njc174"	"Trimethylamine -- Production"
"njc175"	"Tyramine -- Production"
"njc176"	"Urea -- Consumption"
"njc177"	"Urea -- Production"
"njc178"	"Uridine -- Consumption"
"njc179"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc180"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc181"	"XOS (Xylooligosaccharide) -- Consumption"
"njc182"	"Xylan -- Macromolecule"
