"ID"	"Function"
"njc117"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc118"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc119"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc120"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc121"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc122"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc123"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc124"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc125"	"Nitrate (NO3-) -- Consumption"
"njc126"	"Nitrite (NO2-) -- Consumption"
"njc127"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc128"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc129"	"Pectin -- Macromolecule"
"njc130"	"Pentanol -- Production"
"njc131"	"Phenylacetate -- Production"
"njc132"	"Phenylethylamine -- Production"
"njc133"	"Polypeptide -- Macromolecule"
"njc134"	"Propanoate (Propionate) -- Consumption"
"njc135"	"Propanoate (Propionate) -- Production"
"njc136"	"Putrescine -- Production"
"njc137"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc138"	"Pyruvate -- Consumption"
"njc139"	"Pyruvate -- Production"
"njc140"	"Raffinose -- Consumption"
"njc141"	"Riboflavin (Vitamin B2) -- Consumption"
"njc142"	"Riboflavin (Vitamin B2) -- Production"
"njc143"	"Spermidine -- Production"
"njc144"	"Stachyose -- Consumption"
"njc145"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc146"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc147"	"Succinate -- Production"
"njc148"	"Sucrose -- Consumption"
"njc149"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc150"	"Tauro-b-muricholic acid -- Consumption"
"njc151"	"Taurocholate -- Consumption"
"njc152"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc153"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc154"	"Thiosulfate -- Consumption"
"njc155"	"Trehalose -- Consumption"
"njc156"	"Triglyceride -- Macromolecule"
"njc157"	"Trimethylamine -- Production"
"njc158"	"Tyramine -- Production"
"njc159"	"Urea -- Consumption"
"njc160"	"Urea -- Production"
"njc161"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc162"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc163"	"XOS (Xylooligosaccharide) -- Consumption"
"njc164"	"Xylan -- Macromolecule"
