"ID"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"njc31"	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"njc32"	0.31	0.96	1	8	0.27	0.16	0.09	1.76	0.38	0.58	0.2	1.42	0.62	2.65	0.44	27.95	4.65	0.93	8.62	2.47	1.04	5.18	0.13	0	0.31	0.4	0.51	5.78	0.16	0.22	0.02	0.47	0.49	4.91	0	0.44	0.69	2.31	0.16	1.29	0.31	0.02	0.13	0.13	0.04	0.11	0.11	0.71	0.16	1.13	0.22	0.07	0.6	0.04	2.16	0.29	0.58	0.07	0	0.18	0.6	0.22	0.09	1.24	1.49	0.13	1.67	0.89	0.91	1.11	0.09	0.09	1.8	0.11	3.05	0.2	0.18	1.93	4.07	0.71	0.13	1.6	0.18	0.64	3.36	0.31	2.71	2.62	2.42	0.18	0.04	1.98	0.04	6.96	0.89	0.4	0.29	0.76	7.74	0.71	0.13	0.02	0.73	0.2	1.07	0.2	0.09	0.13	0.13	0.49	0.58	0.96	1.27	0.13	1.65	3.53	0.42	0.04	0.38	0.04	2.53	1.2	1.47	8.32	0.42	5.49	0.16	0.2
"njc33"	0.38	1.24	1.05	8.11	0.44	0.33	23.37	2.31	0.44	0.88	0.62	1.65	3.67	5.94	0.71	28.02	4.76	16.07	8.95	2.76	4.27	5.27	1.65	39.88	0.42	0.53	0.53	5.8	0.62	0.49	18.35	0.73	0.73	4.96	0.11	1.04	0.73	2.36	7.92	2	0.51	0.76	6	1.96	5.56	4.1	0.18	0.8	1.67	1.76	0.22	9.18	0.62	4.6	2.42	0.47	0.73	2.04	12.16	1.36	0.96	4.25	1.58	1.27	2.47	2	15.07	1.07	3.73	3.25	0.62	0.31	2.82	1.09	3.16	0.36	0.4	2.11	4.6	1.09	3.38	2.18	0.29	0.96	3.6	0.62	2.98	4.25	2.62	6.45	4.78	2.24	0.18	7.27	1.09	0.4	1.62	1.09	8.68	1.36	0.69	0.73	1.18	0.78	15.07	0.8	0.29	0.22	0.33	9.96	0.87	1.29	1.29	1.27	5.21	3.96	0.82	3.49	0.56	0.84	4	1.24	5.36	8.47	1.34	5.67	0.29	1.31
"njc34"	37.2	41.53	3.34	23.19	1.42	24.07	4.84	16.68	34.79	18.93	22.36	26.55	44.79	19.55	46.1	33	20.2	11.76	38.32	28.98	39.4	28.32	40.85	21.28	55.38	20.28	18.96	26.39	17.54	38.25	26.51	44.84	22.27	38.29	19.05	11.8	11.82	42.58	14.5	18.39	26.45	14.91	18.58	25.97	20.85	9.3	14.13	46.34	29.56	21.58	25.17	19.49	18.18	28.9	32.47	65.54	13.09	28.56	29.31	14.56	37.9	15.12	15.62	17.74	44.36	11.47	11.41	40.36	26.71	35.91	16.51	14.87	27.37	21.33	37.37	6.16	21.71	13.16	13.96	10.57	19.4	33.65	7.03	17.65	31.34	30.84	16.11	14.8	30.75	14.65	22.58	21.87	22.49	15.58	34.01	26.51	13.65	23.88	13.59	30.54	13.71	20.23	19.57	30.78	7.11	40.35	32.91	22.18	16.49	15.73	23.09	18.12	28.2	17.89	21.38	25.6	26.38	18.29	46.62	15.78	23.45	15.54	11.84	22.71	40.19	9.36	44.24	19.63
"njc35"	37.27	42.02	3.38	28.29	1.29	22.89	7.74	16.53	34.77	18.47	20.45	27.28	44.81	20.9	46.3	51.1	21.36	11.91	43.73	29.96	39.56	30.64	40.09	21.28	54.51	20.32	18.67	28.32	15.94	36.8	26.48	44.24	20.76	39.2	18.56	11.69	11.07	42.61	13.57	16.94	26.54	12.51	17.91	24.97	18.83	9.64	14.11	45.63	28.23	22.09	24.81	18.47	18.25	28.12	31.16	64.47	12.29	26.47	28.96	15.29	37.16	12.43	14.76	18.25	44.63	10.29	8.05	41.56	26.95	36.45	15.93	14.89	27.59	21.3	35.68	3.67	21.69	14.94	18.17	10.57	15.6	33.52	6.09	17.9	28.56	30.87	16.69	15.69	29.71	11.18	18.86	22.36	22.27	17.96	32.9	25.77	10	23.64	15.06	29.54	10.36	18.96	18.72	30.78	4.16	39.99	32.91	21.8	12.25	11.8	24.81	19.06	27.95	17.89	21.27	23.53	26.29	17.31	46.67	15.18	24.76	14.49	10.17	22.42	41.39	11.37	45.13	17.6
"njc36"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc37"	0	0	0	0	0	0	5.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc38"	0.27	1.89	0.58	14.29	0.73	0.29	7.74	1.88	0.38	1.55	4.82	0.44	0.58	0.91	0.4	5.98	2.11	0.49	3.3	1.49	0.71	3.2	2.16	0.02	2.71	0.4	0.6	4.29	0.33	3.25	0.04	1.96	0.96	4.18	0.56	1.11	0.76	1.93	2.14	0.89	1.24	0.22	1.64	2.31	0.82	1.09	0.13	2.47	1.69	0.6	1	1.13	1.38	1.24	2.49	3.13	1.22	0.2	0.4	1.87	1.51	0.7	0.87	2.49	0.69	1.13	0.91	3.4	0.93	0.89	0.73	1.27	0.62	0.8	6.15	2.38	0.64	2.71	4.09	0.42	3.25	1.11	1.13	1.22	7.8	1.25	1.78	1.58	4.02	0.2	1.62	2.07	0.47	2.71	2.56	1.82	0.6	1.6	2.05	2.09	0.22	1.49	2.6	0.45	0.8	0.53	0.36	0.56	0.22	2.49	2.02	2.36	1.73	1.16	1.67	4.8	0.8	0.38	1.04	0.56	2	3.53	3.58	12.46	2.8	4.31	1.29	1.02
"njc39"	0	0.13	0.02	0.43	0	0.04	0.04	0.06	0	0.23	0	0	0.07	0.02	0.02	3.05	0.09	0.11	1.36	0.09	0	0.64	0.04	1.38	0	0.02	0.02	0.84	0.02	0.04	0.78	0.02	0	1.16	0	0.02	0.02	0.64	0.2	0.04	0.02	0	0	0	0.02	0.04	0	0.38	0.07	0.02	0.02	0.13	0.04	0.04	0	0.07	0	0	0	0.02	0.04	0.11	0.07	0.09	0.18	0.02	0.11	0.09	0.1	0.07	0.07	0.18	0.02	0.09	0.91	0	0.13	0.09	0.2	0	0	0.09	0	0.02	0.93	0.18	0.07	0.16	0.85	0.09	0.02	0.33	0.02	0.09	0.11	0.11	0.13	0.07	0.02	0.11	0.07	0	0.27	0.22	0.13	0.02	0.02	0	0.02	0.13	0.02	0.09	0.42	0.51	0.04	0.07	0.09	0.49	0	0.04	0.04	0.24	0	2.45	0.07	0.07	0	0.18
"njc40"	0	0	0	0	0	0	0.17	0.01	0	0	0	0	0.02	0.02	0	0	0	0.09	0	0	0	0	0	1.4	0	0	0	0	0	0	0.78	0.02	0.02	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.09	0	0.04	0.02	0	0	0	0	0.02	0.02	0.02	0.02	0	0.02	0	0.11	0	0	0	0	0.13	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0.29	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0.02	0	0.47	0	0.02	0	0	0	0	0.04	0	0	0.04
"njc41"	0	0.13	0.02	0.43	0	0.02	5.21	0.02	0	0.17	0	0	0.02	0.02	0	3.05	0.09	0	1.31	0.09	0	0.64	0.02	0	0	0.02	0	0.84	0.02	0.02	0	0.02	0	1.13	0	0.02	0	0.64	0.02	0.02	0.02	0	0	0	0	0.02	0	0.36	0.04	0.02	0.02	0	0.04	0	0	0.07	0	0	0	0	0	0.07	0	0.07	0.18	0	0	0.09	0.03	0.04	0	0.04	0.02	0	0.89	0	0.04	0.07	0.13	0	0	0.04	0	0.02	0.91	0.07	0.07	0.13	0.76	0.09	0	0.31	0	0.09	0.11	0.11	0.02	0.07	0.02	0.07	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0.02	0.09	0.42	0	0.02	0.07	0.09	0.02	0	0.02	0.04	0.24	0	2.42	0.04	0.07	0	0.11
"njc42"	37.36	42.73	3.43	29.91	1.45	24.2	11.89	16.95	35.06	19.59	23.18	26.63	45.03	19.66	46.16	33.2	20.94	11.89	38.74	29.56	39.53	28.5	41.09	22.73	55.51	20.41	19.24	27.86	17.63	38.98	27.77	45.09	23.09	38.78	19.16	11.85	11.91	42.94	14.72	18.5	27.09	15.09	19	26.48	20.94	10.08	14.16	46.83	29.72	21.58	25.48	19.78	18.54	29.3	33.27	65.9	13.11	28.64	29.38	16.25	38.19	15.55	15.8	18.6	44.61	11.65	11.76	42.88	26.88	36.11	16.78	15.18	27.52	22.21	37.95	6.25	21.87	14.72	16.57	10.68	19.87	33.92	7.23	18.34	31.7	31.02	16.31	14.94	31.38	14.71	22.95	22	22.94	16.85	34.9	27.55	13.91	24.19	13.99	31.38	14.03	20.34	20.44	31.23	7.36	40.81	33.22	22.49	16.74	15.91	24.83	19.57	28.51	18.47	22.38	26.67	26.63	18.94	47.09	15.96	24.21	15.8	12.6	23.13	42.39	9.76	45.6	20.27
"njc43"	0	0.13	0.02	0.43	0	0.04	0.04	0.06	0	0.24	0.02	0	0.07	0.02	0.02	3.05	0.09	0.11	1.38	0.09	0	0.64	0.04	1.38	0	0.02	0.02	0.84	0.02	0.04	0.78	0.02	0	1.16	0	0.02	0.02	0.64	0.2	0.04	0.02	0	0.02	0	0.02	0.04	0	0.38	0.07	0.02	0.02	0.13	0.04	0.07	0	0.09	0	0	0	0.02	0.04	0.12	0.09	0.09	0.2	0.02	0.11	0.09	0.1	0.07	0.07	0.18	0.02	0.11	0.91	0	0.13	0.09	0.2	0	0	0.09	0	0.02	0.93	0.18	0.07	0.16	0.85	0.09	0.02	0.33	0.02	0.09	0.11	0.13	0.16	0.07	0.02	0.11	0.07	0	0.27	0.22	0.13	0.02	0.02	0	0.02	0.13	0.02	0.11	0.44	0.51	0.04	0.07	0.09	0.51	0	0.04	0.04	0.24	0.02	2.47	0.07	0.07	0	0.18
"njc44"	0	0.07	0	0.16	0	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc45"	33.02	39.33	2.52	15.48	1.2	16.4	7.22	9.56	30.19	15.1	18.07	24.17	38.34	14.21	39.8	23.17	14.94	7.07	29.28	25.16	30.84	25.34	30.31	16.69	51.62	18.21	14.33	22.08	13.34	28.71	15.77	43.47	19.63	33.62	16.23	10.05	9.05	38.2	8.63	15.07	22.32	11.69	14.11	20.16	17.78	6.72	13.2	43.18	23.36	17.8	24.43	13.56	15.16	17.78	25.73	61.74	9.38	23.04	22.87	8.9	21.85	9.83	10.16	13.29	37.16	8.2	8.67	38.21	16.16	26.57	10.6	11.34	24.26	12.74	30.27	5.54	12.38	10.03	7.94	7.76	15.47	23.65	4.89	13.78	24.67	19.08	11.85	10.62	24.48	11.45	17.99	15.87	13.78	8.92	31.56	23.28	8.89	19.46	7.3	25.05	9.02	15.2	12.85	18.27	5.98	36.23	23.65	17.02	13.49	12.76	18.76	13.1	25.02	14.71	15.62	22.07	25.14	12.71	45.33	10.62	18.29	14.23	9.59	16.24	33.67	6.16	26.51	12.17
"njc46"	37.31	42.58	3.38	29.1	1.45	24.09	6.28	16.85	34.86	18.99	23.09	26.63	44.99	19.64	46.14	33.09	20.87	11.82	38.57	29.52	39.49	28.37	41.01	21.3	55.47	20.41	19.16	27.03	17.58	38.74	26.48	45.04	23.01	38.65	19.08	11.85	11.87	42.7	14.61	18.47	27.01	14.91	18.82	26.26	20.85	10.08	14.13	46.5	29.67	21.58	25.23	19.54	18.54	29.07	33.19	65.76	13.09	28.6	29.33	15.82	38.08	15.38	15.64	18.52	44.52	11.51	11.65	42.21	26.84	36.14	16.56	14.94	27.5	21.75	37.64	6.21	21.73	14.67	16.43	10.66	19.63	33.85	7.16	18.27	31.47	30.8	16.4	15.03	30.93	14.65	22.66	21.93	22.56	16.74	34.65	26.57	13.71	24.1	13.95	31.12	13.74	20.25	19.99	30.76	7.23	40.59	32.96	22.22	16.54	15.8	24.76	19.08	28.31	17.93	22.34	26.62	26.52	18.36	46.93	15.78	24.23	15.58	12.51	22.89	41.9	9.74	45.37	20.03
"njc47"	0	0.07	0	0.34	0	0	5.21	0	0	0.09	0.02	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0.02	0.02	0.18	0	0	0.04	0	0	0.02	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0.02	0	0.02	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0.02	0	0.02	0	0.07	0	1.09	0.02	0.18	0	0
"njc48"	0.13	1.56	0.13	8.13	0.04	0.04	1.53	0.2	0.07	0.28	0.73	0.13	0.2	0.16	0.04	3.74	0.76	0.13	1.94	0.62	0.11	0.93	0.18	0.02	0.09	0.13	0.16	1.65	0.09	0.51	0	0.22	0.8	2.11	0.02	0.13	0.11	1.18	0.11	0.2	0.6	0.02	0.27	0.29	0	0.78	0.02	0.53	0.18	0.02	0.11	0.04	0.38	0.18	0.87	0.29	0.02	0.04	0.02	1.27	0.27	0.34	0.02	0.78	0.36	0.04	0.24	2.04	0.2	0.2	0	0.11	0.22	0.44	1.65	0.07	0.09	1.6	2.58	0.07	0.22	0.29	0.13	0.58	1.49	0.09	0.36	0.31	1.27	0.11	0.09	0.64	0.04	1.31	1.07	0.22	0.09	0.33	0.53	0.78	0.04	0.02	0.64	0.11	0.13	0.29	0.09	0.04	0.09	0.29	1.69	1.02	0.82	0.07	1.09	1.42	0.29	0.07	0.38	0.02	0.84	0.42	0.8	2.54	1.78	0.47	1.2	0.53
"njc49"	33.07	39.33	2.58	15.52	1.36	16.69	44.06	9.74	30.15	15.18	18.92	24.34	42.29	20.95	43.36	23.17	16.25	41.49	29.41	27.45	37.8	25.39	33.71	46.57	51.6	18.36	14.42	22.08	14.63	29	27.95	43.47	19.69	33.62	16.18	36.3	9.71	38.23	21.91	49.53	31.27	13.31	26.98	23.77	26.52	72.71	13.18	43.18	25.94	18.24	24.43	33.12	15.23	27.74	26.09	61.76	9.47	27.67	51.62	10.33	22.58	19.13	12.11	13.36	38.09	11.91	47.22	38.5	17.02	27.26	11.38	11.4	26.01	14.01	30.29	5.94	12.44	10.05	8.05	8.48	20.36	24.47	4.94	13.85	27.56	19.12	11.89	11.18	24.57	27.03	26	15.98	13.89	9.27	51.57	23.3	11.49	19.46	10.19	31.43	10.4	16.14	13.36	18.21	51.42	61.9	23.56	16.98	13.91	29.2	19.4	14.19	25.02	14.93	24.23	22.87	67.28	16.8	65.33	11.62	20.87	14.23	17.25	16.26	37.52	6.38	26.53	15.95
"njc50"	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"njc51"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc52"	37.2	41.53	3.34	23.19	1.42	24.07	4.01	16.68	34.77	18.93	22.34	26.55	44.79	19.55	46.1	33	20.18	11.76	38.32	28.98	39.4	28.32	40.85	21.28	55.36	20.28	18.96	26.39	17.54	38.25	26.46	44.84	22.27	38.29	19.03	11.8	11.82	42.58	14.5	18.39	26.45	14.91	18.56	25.97	20.85	9.3	14.11	46.34	29.56	21.58	25.17	19.49	18.18	28.87	32.47	65.54	13.09	28.56	29.31	14.56	37.9	15.11	15.62	17.74	44.36	11.47	11.41	40.36	26.7	35.91	16.51	14.87	27.37	21.33	37.37	6.16	21.69	13.16	13.96	10.57	19.38	33.65	7.03	17.65	31.34	30.75	16.09	14.8	30.75	14.65	22.55	21.87	22.49	15.58	33.99	26.51	13.65	23.86	13.59	30.54	13.71	20.23	19.55	30.63	7.11	40.35	32.87	22.16	16.49	15.73	23.07	18.1	28.2	17.89	21.38	25.6	26.38	18.27	46.62	15.78	23.45	15.54	11.84	22.71	40.16	9.36	44.24	19.63
"njc53"	0	0.33	0	0.2	0	0	5.35	0.12	0	0.09	0	0.02	0	0.24	0.02	1	0.09	0.09	0.45	0.22	0.24	0.33	0.07	0.96	0.04	0.07	0	0.33	0	0.13	1.6	0.27	0.2	0.6	0.02	0.02	0	0.42	0.02	0.09	0	0	0	0.38	0	0	0	0.24	0.13	0.04	0	0	0.02	0	0.2	0.16	0.11	0	0	0.2	0.09	0.01	0	0	0.4	0	0.07	0.18	0.03	0.02	0	0.04	0.22	0	0.69	0.02	0.02	0	0.02	0.11	0	0.18	0	0	0.51	0.04	0.04	0.02	0.38	0	0	0.38	0	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.07	0.18	0.09	0.02	0	0	0.04	0	0.31	0.22	0.07	0.04	0	0.13	0.02	0.07	0	0.02	0.07	0.18	1.09	0.56	0	0.02	0
"njc54"	0.13	1.42	0.6	10.62	0.82	0.18	0.15	2	0.24	1.58	3.98	0.58	0.38	1.96	0.56	23.17	1.91	0.76	7.82	1.29	1.18	5.36	2.09	0.96	2.67	0.42	0.44	5.69	0.18	2.94	1.6	2.11	0.4	5.34	0.51	1.02	0.62	2.31	2	0.89	0.62	0.22	1.22	2.38	0.78	0.33	0.04	2.4	1.64	0.76	1.09	1.02	1	1.09	2.18	3.07	1.51	0.09	0.38	0.91	1.36	0.4	0.82	1.56	1.13	0.98	1	1.8	0.78	0.8	0.69	1.24	0.91	0.36	6.66	2.42	0.6	1.33	1.71	0.58	2.89	1.18	0.87	0.64	8.47	1.31	1.58	1.42	4.31	0.02	1.47	2.22	0.4	2.29	2.27	1.69	0.44	1.71	2.16	1.93	0.11	1.44	2.42	0.42	0.87	0.44	0.29	0.38	0.09	2.36	0.38	1.65	1.93	1.2	0.85	3.67	0.8	0.29	0.87	0.53	1.31	3.78	3.12	12.81	1.69	3.96	0.13	0.51
"njc55"	0	0.07	0.02	0.36	0	0.02	0.19	0.01	0	0.16	0	0	0.02	0.02	0	1.98	0.04	0.09	0.87	0	0	0.49	0.02	2.34	0	0	0	0.67	0.02	0.02	2.38	0.02	0	1.05	0	0	0	0.62	0.07	0	0.02	0	0	0	0.02	0.02	0	0.31	0.04	0	0.02	0.09	0	0.02	0	0.04	0	0	0	0	0	0.09	0.02	0.02	0.18	0	0.11	0.07	0.03	0.02	0	0.18	0.02	0	0.87	0	0.11	0.04	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0.2	0.13	0	0.02	0	0.02	0.13	0	0.09	0.33	0.53	0.02	0.04	0.07	0.49	0	0.04	0.02	0.18	0	1.53	0.4	0	0	0.16
"njc56"	0.18	1.49	0.09	7.1	0.2	0.16	28.54	0.53	0.11	0.23	1.2	0.31	3.22	3.49	0.22	1.11	0.89	15.2	0.89	0.84	3.49	0.4	1.71	39.91	0.16	0.2	0.16	1.62	0.51	0.91	18.35	0.49	1.02	0.98	0.11	0.64	0.04	0.49	7.65	0.73	0.76	0.69	6.16	2.34	5.47	4.7	0.07	0.4	1.64	0.62	0.07	9.07	0.38	4.62	1	0.47	0.18	2.02	12.18	2.76	0.4	4.24	1.44	0.78	1.22	1.93	13.54	2.67	2.77	2.25	0.47	0.31	1.11	1.4	0.98	0.22	0.2	1.58	2.98	0.4	3.49	0.69	0.18	0.96	0.78	0.36	0.38	1.71	0.58	6.25	4.85	0.56	0.2	1.47	1.04	0.24	1.13	0.62	1.29	1.22	0.51	0.6	1.09	0.8	14.12	0.89	0.24	0.13	0.18	9.53	2	1.73	0.29	1.16	4.38	1.4	0.67	3.52	0.58	0.76	2.18	0.11	4.5	1.33	2.87	0.73	1.25	1.38
"njc57"	0	0	0	0.18	0	0	6.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.18	0	0.02
"njc58"	0	0	0	0	0	0	6.66	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0.02	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.07
"njc59"	0	0	0	0	0	0	1.45	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0.02	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.07
"njc60"	0.04	0.02	0.09	0.02	0	0.11	0	0.13	0.13	0.16	0.11	0.04	0.09	0.04	0.02	0.02	0.09	0	0.13	0.09	0.02	0.07	0.02	0	0.07	0	0.09	0.09	0.09	0.02	0	0.04	0.02	0.09	0	0.07	0.11	0.13	0.13	0.07	0.07	0	0.13	0.04	0.04	0	0.09	0.02	0.02	0	0	0.07	0.04	0.04	0.04	0.02	0	0.07	0	0.04	0.04	0.08	0.07	0.16	0.11	0.13	0	0.07	0.16	0.04	0.09	0	0.04	0.09	0.07	0	0.04	0	0.07	0.02	0.13	0.07	0.18	0.07	0.11	0	0.16	0.11	0.07	0.07	0.04	0.04	0.04	0.04	0.02	0.11	0.22	0.04	0.13	0.04	0.11	0.02	0.07	0	0.04	0.04	0	0.13	0.09	0.04	0.04	0.13	0.09	0	0.04	0.09	0.02	0	0.02	0.02	0.07	0.07	0.04	0.13	0.07	0.02	0	0.09
