"ID"	"Function"
"njc116"	"Menaquinone (Vitamin K2) -- Production"
"njc117"	"Methanol -- Production"
"njc118"	"Methylamine (Monomethylamine) -- Production"
"njc119"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc120"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc121"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc122"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc123"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc124"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc125"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc126"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc127"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc128"	"Nitrate (NO3-) -- Consumption"
"njc129"	"Nitrite (NO2-) -- Consumption"
"njc130"	"Oxaloacetate -- Consumption"
"njc131"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc132"	"Pectin -- Macromolecule"
"njc133"	"Pentanol -- Production"
"njc134"	"Phenylacetate -- Production"
"njc135"	"Phenylethylamine -- Production"
"njc136"	"Polypeptide -- Macromolecule"
"njc137"	"Propanoate (Propionate) -- Consumption"
"njc138"	"Propanoate (Propionate) -- Production"
"njc139"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc140"	"Putrescine -- Production"
"njc141"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc142"	"Pyruvate -- Consumption"
"njc143"	"Pyruvate -- Production"
"njc144"	"Raffinose -- Consumption"
"njc145"	"Riboflavin (Vitamin B2) -- Consumption"
"njc146"	"Riboflavin (Vitamin B2) -- Production"
"njc147"	"Spermidine -- Production"
"njc148"	"Stachyose -- Consumption"
"njc149"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc150"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc151"	"Succinate -- Production"
"njc152"	"Sucrose -- Consumption"
"njc153"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc154"	"Tauro-b-muricholic acid -- Consumption"
"njc155"	"Taurochenodeoxycholate -- Consumption"
"njc156"	"Taurocholate -- Consumption"
"njc157"	"Taurodeoxycholate -- Consumption"
"njc158"	"Taurolithocholate -- Consumption"
"njc159"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc160"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc161"	"Thiosulfate -- Consumption"
"njc162"	"Trehalose -- Consumption"
"njc163"	"Triglyceride -- Macromolecule"
"njc164"	"Trimethylamine -- Production"
"njc165"	"Tyramine -- Production"
"njc166"	"Urea -- Consumption"
"njc167"	"Urea -- Production"
"njc168"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc169"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc170"	"XOS (Xylooligosaccharide) -- Consumption"
"njc171"	"Xylan -- Macromolecule"
