"ID"	"Function"
"njc116"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc117"	"Lipoic acid (Lipoate) -- Consumption"
"njc118"	"Lithocholic acid -- Production"
"njc119"	"Maltose -- Consumption"
"njc120"	"Mannan -- Macromolecule"
"njc121"	"Melibiose -- Consumption"
"njc122"	"Menaquinone (Vitamin K2) -- Production"
"njc123"	"Methanol -- Production"
"njc124"	"Methylamine (Monomethylamine) -- Production"
"njc125"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc126"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc127"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc128"	"N-Acetyl-D-mannosamine -- Consumption"
"njc129"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc130"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc131"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc132"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc133"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc134"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc135"	"Nitrate (NO3-) -- Consumption"
"njc136"	"Nitrite (NO2-) -- Consumption"
"njc137"	"Oxaloacetate -- Consumption"
"njc138"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc139"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc140"	"Pectin -- Macromolecule"
"njc141"	"Pentanol -- Production"
"njc142"	"Phenylacetate -- Production"
"njc143"	"Phenylethylamine -- Production"
"njc144"	"Polypeptide -- Macromolecule"
"njc145"	"Propanoate (Propionate) -- Consumption"
"njc146"	"Propanoate (Propionate) -- Production"
"njc147"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc148"	"Putrescine -- Production"
"njc149"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc150"	"Pyruvate -- Consumption"
"njc151"	"Pyruvate -- Production"
"njc152"	"Raffinose -- Consumption"
"njc153"	"Riboflavin (Vitamin B2) -- Consumption"
"njc154"	"Riboflavin (Vitamin B2) -- Production"
"njc155"	"Spermidine -- Production"
"njc156"	"Stachyose -- Consumption"
"njc157"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc158"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc159"	"Succinate -- Production"
"njc160"	"Sucrose -- Consumption"
"njc161"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc162"	"Tauro-b-muricholic acid -- Consumption"
"njc163"	"Taurochenodeoxycholate -- Consumption"
"njc164"	"Taurocholate -- Consumption"
"njc165"	"Taurodeoxycholate -- Consumption"
"njc166"	"Taurolithocholate -- Consumption"
"njc167"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc168"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc169"	"Thiosulfate -- Consumption"
"njc170"	"Thymidine -- Consumption"
"njc171"	"Trehalose -- Consumption"
"njc172"	"Triglyceride -- Macromolecule"
"njc173"	"Trimethylamine -- Production"
"njc174"	"Tyramine -- Production"
"njc175"	"Urea -- Consumption"
"njc176"	"Urea -- Production"
"njc177"	"Uridine -- Consumption"
"njc178"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc179"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc180"	"XOS (Xylooligosaccharide) -- Consumption"
"njc181"	"Xylan -- Macromolecule"
