"Taxa"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"Goose_4"	"Buddy_16"	"Marshmallow_41"	"JarJarBinks_44"	"Hamlet_67"	"Grogu_70"
"Human Diseases|Cardiovascular diseases"	0.00157915706483737	0.0020102051554429	0.00207169974010143	0.00101035398517244	0.00117579008942798	0.00179354122659038	0.00170387094935362	0.00222562777617801	0.00144877609040245
"Organismal Systems|Environmental adaptation"	0.00144598391835369	0.00175563807509579	0.00187500260471449	0.0012293693882908	0.00115237488635394	0.00168805433154452	0.00158910757532537	0.00202781633866702	0.00148675411533978
"Organismal Systems|Nervous system"	0.0013487546497898	0.00172208568178058	0.00188512805407724	0.00115209829405447	0.000951383859118795	0.00155825917404338	0.00145894718787205	0.0020544260273439	0.00148181484486231
"Organismal Systems|Digestive system"	0.000861017911158198	0.0011556618861484	0.00120035895976053	0.000612370314348883	0.000621891667464944	0.00122040288609075	0.00108146506371935	0.00129597966756447	0.000677625777492742
"Genetic Information Processing|Transcription"	0.00103860407769374	0.000958305438842512	0.000814815583272941	0.000997096175330396	0.00115845817035096	0.00100847012091312	0.000935770708431286	0.000850090115229401	0.000757230883740336
"Human Diseases|Cancers: Specific types"	0.000634077213520395	0.000570828330122932	0.000701871275918253	0.000984671254920977	0.000850087445449008	0.000604333522641596	0.000710812996184274	0.000586554327810064	0.000966707348774116
"Human Diseases|Neurodegenerative diseases"	0.000401263521923164	0.000452773193281597	0.000644902828830475	0.00106463421066144	0.000435763642437808	0.000487961032784164	0.00055388275022657	0.00056032276364437	0.00101319393557277
"Human Diseases|Infectious diseases: Viral"	0.000332578566234453	0.000303452342716294	0.000330735214227518	0.00030295584017529	0.000370976485894	0.000281899615686897	0.000289613576696159	0.000361208509484436	0.000313650778002043
"Human Diseases|Immune diseases"	0.000237944662488856	0.00032316557600634	0.000355280347776021	0.00036288452646993	0.000142777328690795	0.000315339071921996	0.000297307380365612	0.00034999048445403	0.000302626421642164
"Organismal Systems|Excretory system"	0.000179326257630795	0.000240458393780138	0.000287119996868532	0.00020988503315446	8.58518935127519e-05	0.000213342257676131	0.000200009690521237	0.000307832575166995	0.000291980919156939
"Human Diseases|Infectious diseases: Parasitic"	9.06547248439441e-05	0.000211419055482037	0.000209181071571592	0.000343111905251161	6.97877798266919e-05	0.00023588632573798	0.000218651898900008	0.000166454596545257	0.000231170951303881
"Environmental Information Processing|Signaling molecules and interaction"	6.88067113338596e-05	5.20099958988021e-05	8.95090590784814e-05	1.84741520777553e-06	2.59918576689983e-05	3.63611121029231e-05	3.61724049164339e-05	0.000112813722651159	4.56727182828264e-05
"Organismal Systems|Development"	6.25116759010201e-05	5.0901845670099e-05	8.95090590784814e-05	2.52761240807893e-08	2.59918576689983e-05	3.5501801553563e-05	3.61724049164339e-05	0.00011097408281914	4.53614144581139e-05
"Human Diseases|Substance dependence"	2.57942915296841e-05	9.6013855479941e-06	0	2.78356507869501e-07	4.00490759398271e-05	2.36700996778282e-05	5.36455157658977e-06	1.53724516333511e-05	2.3347786853441e-06
"Organismal Systems|Circulatory system"	0	2.41519921640422e-05	0	2.33780743928708e-06	3.51480802569408e-05	2.5779316480803e-05	8.94091929431628e-06	1.54711438712529e-05	9.33911474137638e-07
"Metabolism|Chemical structure transformation maps"	1.1515308718609e-06	3.40969301139419e-07	0	1.51719934794938e-05	0	0	0	0	0
"Cellular Processes|Cellular community - eukaryotes"	0	0	0	2.94888114275876e-08	0	0	0	0	0
