"ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid2809028"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Bifidobacteriales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium santillanense"
"txid1630162"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Bifidobacteriales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium tissieri"
"txid2562524"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Bifidobacteriales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium vespertilionis"
"txid2014528"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Mycobacteriales"	"f__Corynebacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium dentalis"
"txid1964384"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Olsenella"	"s__Olsenella congonensis"
"txid2584469"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Olsenella"	"s__Olsenella lakotia"
"txid1852385"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Olsenella"	"s__Olsenella phocaeensis"
"txid1805478"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Olsenella"	"s__Olsenella timonensis"
"txid2003188"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Parolsenella"	"s__Parolsenella catena"
"txid1871031"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Thermophilibacter"	"s__Thermophilibacter mediterraneus"
"txid1852386"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Thermophilibacter"	"s__Thermophilibacter provencensis"
"txid2603815"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella avium"
"txid1907654"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella bouchesdurhonensis"
"txid1720204"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella ihumii"
"txid147207"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella intestinalis"
"txid1871016"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella phocaeensis"
"txid1937461"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella provencensis"
"txid147206"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella stercoris"
"txid742742"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella tanakaei"
"txid1870987"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella vaginalis"
"txid883106"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Eggerthellales"	"f__Eggerthellaceae"	"g__Paraeggerthella"	"s__Paraeggerthella hongkongensis"
"txid1379"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Gemellaceae"	"g__Gemella"	"s__Gemella haemolysans"
"txid29391"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Gemellaceae"	"g__Gemella"	"s__Gemella morbillorum"
"txid1179782"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Gemellaceae"	"g__Gemella"	"s__Gemella parahaemolysans"
"txid1179787"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Gemellaceae"	"g__Gemella"	"s__Gemella taiwanensis"
"txid46125"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"	"s__Abiotrophia defectiva"
"txid46124"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Granulicatella"	"s__Granulicatella adiacens"
"txid137732"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Granulicatella"	"s__Granulicatella elegans"
"txid1351"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus faecalis"
"txid935294"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Leuconostoc"	"s__Leuconostoc lactis"
"txid1888195"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus himalayensis"
"txid1156431"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus ilei"
"txid1338"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus intermedius"
"txid2382163"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus koreensis"
"txid28037"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus mitis"
"txid655813"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus oralis"
"txid1547447"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus oricebi"
"txid760570"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus parasanguinis"
"txid197614"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus pasteurianus"
"txid701526"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus porcorum"
"txid1234680"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus rubneri"
"txid1305"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus sanguinis"
"txid2853160"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus vulneris"
"txid1673717"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Acutalibacteraceae"	"g__Anaeromassilibacillus"	"s__Anaeromassilibacillus senegalensis"
"txid642589"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Acutalibacteraceae"	"g__Caproiciproducens"	"s__Caproiciproducens galactitolivorans"
"txid501571"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Butyricicoccaceae"	"g__Butyricicoccus"	"s__Butyricicoccus pullicaecorum"
"txid2126740"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium fessum"
"txid1347366"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium massiliamazoniense"
"txid1958780"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium merdae"
"txid29363"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium paraputrificum"
"txid195103"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium perfringens"
"txid1650661"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium phoceensis"
"txid2605778"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium porci"
"txid1559"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium tertium"
"txid2479838"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium transplantifaecale"
"txid2784388"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium vitabionis"
"txid53442"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"	"s__Eubacterium callanderi"
"txid29322"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"	"s__Eubacterium cellulosolvens"
"txid1632013"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Drancourtella"	"s__Drancourtella massiliensis"
"txid292800"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Flavonifractor"	"s__Flavonifractor plautii"
"txid2714353"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas fastidiosa"
"txid1535"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__"	"s__Clostridium leptum"
"txid2741"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Peptococcaceae"	"g__Peptococcus"	"s__Peptococcus niger"
"txid1643805"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Peptococcaceae"	"g__Peptococcus"	"s__Peptococcus simiae"
"txid384638"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__"	"s__Bacteroides pectinophilus"
"txid879566"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Acetatifactor"	"s__Acetatifactor muris"
"txid1527"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna aminovalerica"
"txid433286"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna cellulosilytica"
"txid1727145"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna chitinilytica"
"txid259063"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna jejuensis"
"txid1745713"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Bariatricus"	"s__Bariatricus massiliensis"
"txid2606636"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Bilifractor"	"s__Bilifractor porci"
"txid1912897"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia argi"
"txid2696678"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia brookingsii"
"txid1796615"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia caecimuris"
"txid1532"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia coccoides"
"txid2509240"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia faecicola"
"txid536633"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia glucerasea"
"txid537007"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hansenii"
"txid2025493"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hominis"
"txid53443"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hydrogenotrophica"
"txid1121114"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia producta"
"txid1796616"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia pseudococcoides"
"txid180164"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia schinkii"
"txid871664"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia stercoris"
"txid1121115"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia wexlerae"
"txid45851"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio crossotus"
"txid831"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio fibrisolvens"
"txid185008"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio hungatei"
"txid43305"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio proteoclasticus"
"txid673271"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Catenibacillus"	"s__Catenibacillus scindens"
"txid33043"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus"	"s__Coprococcus eutactus"
"txid1796618"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Cuneatibacter"	"s__Cuneatibacter caecimuris"
"txid2850323"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Diplocloster"	"s__Diplocloster agilis"
"txid2850322"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Diplocloster"	"s__Diplocloster modestus"
"txid2652274"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella porci"
"txid1432052"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella tayi"
"txid208479"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster bolteae"
"txid358743"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster citroniae"
"txid1531"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster clostridioformis"
"txid1917870"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster hominis (ex Hitch et al. 2024)"
"txid460384"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster lavalensis"
"txid2788944"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena absiana"
"txid39482"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena contorta"
"txid2726362"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena faecalis"
"txid290055"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena fissicatena"
"txid1544"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena orotica"
"txid1912855"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas umbilicata"
"txid1150298"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"
"txid1408099"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusimonas"	"s__Fusimonas intestini"
"txid1912090"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Gluceribacter"	"s__Gluceribacter canis"
"txid1679721"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Herbinix"	"s__Herbinix luporum"
"txid2885351"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"	"s__Hominisplanchenecus faecis"
"txid1096246"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hungatella"	"s__Hungatella effluvii"
"txid154046"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hungatella"	"s__Hungatella hathewayi"
"txid2763671"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Jingyaoa"	"s__Jingyaoa shaoxingensis"
"txid1469948"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Kineothrix"	"s__Kineothrix alysoides"
"txid29364"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Clostridium polysaccharolyticum"
"txid1512"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Clostridium symbiosum"
"txid1926283"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium edouardi"
"txid1871021"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium phocaeense"
"txid1852382"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium urinimassiliense"
"txid36832"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora aerotolerans"
"txid253257"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora amygdalina"
"txid1286362"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora celerecrescens"
"txid69825"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora indolis"
"txid84030"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora saccharolytica"
"txid29370"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora sphenoides"
"txid384636"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora xylanisolvens"
"txid29375"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora xylanolytica"
"txid168384"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Marvinbryantia"	"s__Marvinbryantia formatexigens"
