index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
10,NR_026242.1,1,1422,2,1395,98.1013,1.89662,18.7,1.0,47678,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,1.8966244725738397,0.36147435773485576,0.19058825980680938,0.01
11,NR_026314.1,1,1458,3,1452,99.5885,2.82236,15.5,6.67,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,2.8223593964334706,0.4482790470570337,0.15883131242020782,0.02
12,NR_026330.1,1,1474,3,1440,97.6934,2.81343,18.5,5.33,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,2.8134328358208953,0.5498822063639384,0.1954488478853256,0.02
13,NR_026331.1,1,1488,27,1480,99.4624,25.4073,18.7,0.926,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,25.407258064516128,3.4222549643370535,0.13469595796787642,0.19
14,NR_026332.1,1,1487,360,1487,100.0,342.276,19.3,28.7,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,342.2763954270343,44.40282530890618,0.12972797979103376,2.48
15,NR_026409.1,1,1495,7,1455,97.3244,6.60134,18.5,4.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,6.60133779264214,1.215946807391055,0.18419702878200703,0.05
16,NR_026493.1,1,1488,3,1454,97.7151,2.61694,17.7,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.6169354838709675,0.6442744240399959,0.24619423291512943,0.02
17,NR_026494.1,1,1499,1,1428,95.2635,0.952635,20.9,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.95263509006004,0.2124181612912122,0.22297956847025707,0.01
18,NR_027196.1,1,1342,2,1326,98.8077,1.80626,17.9,18.5,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,1.8062593144560357,0.42432327270665315,0.23491824751333687,0.01
19,NR_027549.1,1,1473,6,1457,98.9138,5.5723,16.9,5.67,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,5.572301425661914,0.8845624407505407,0.15874274795632876,0.04
20,NR_028797.1,1,1524,1,1418,93.0446,0.930446,15.6,17.0,135082,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas infelix,0.9304461942257218,0.25439354134213604,0.2734102658712379,0.01
21,NR_029097.1,1,1374,327,1326,96.5066,298.41,19.1,1.5,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,298.4097525473071,66.31314002165182,0.2222217586911445,2.25
23,NR_029185.1,1,1519,1,1142,75.181,0.75181,15.4,1.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,0.7518104015799868,0.4319624076885914,0.5745629573371019,0.01
24,NR_029207.1,1,1426,9,1397,97.9663,8.02104,17.7,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,8.021037868162693,1.7632227092880768,0.21982475812596583,0.06
25,NR_029356.1,1,1550,18,1456,93.9355,16.4542,19.3,2.72,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,16.454193548387096,4.334278058122208,0.26341479729020634,0.12
26,NR_036800.1,1,1481,10,1451,97.9743,9.11141,17.4,49.1,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,9.111411208642808,1.5926521756011136,0.17479753016638871,0.07
27,NR_036928.1,1,1431,1,1228,85.8141,0.858141,14.1,1.0,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,0.8581411600279525,0.3489053016132466,0.40658264381804227,0.01
28,NR_040866.1,1,1425,28,1413,99.1579,26.593,18.5,8.43,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,26.59298245614035,3.4468322425764186,0.12961435402220337,0.19
29,NR_041277.1,1,1490,4,1459,97.9195,3.67181,18.0,1.0,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,3.6718120805369128,0.7987053733455797,0.21752348862820575,0.03
30,NR_041278.1,1,1490,3,1448,97.1812,2.67987,16.1,9.67,470145,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola,2.6798657718120804,0.6606362466888783,0.24651840910754538,0.02
31,NR_041313.1,1,1485,2,1412,95.0842,1.62155,18.2,41.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,1.6215488215488216,0.5775312825263976,0.35616028012944373,0.01
32,NR_041342.1,1,1488,904,1488,100.0,849.489,19.0,9.06,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,849.489247311828,141.47286354965323,0.16653873371244898,6.22
33,NR_041343.1,1,1492,494,1492,100.0,463.503,19.1,47.4,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,463.50335120643433,79.50001679078213,0.17151983169885335,3.4
34,NR_041351.1,1,1493,89,1479,99.0623,82.3135,18.9,18.1,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,82.31346282652378,14.820997111866042,0.1800555656746139,0.61
35,NR_041446.1,1,1456,38,1455,99.9313,35.3118,18.0,6.26,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,35.31181318681319,5.0535889769072515,0.1431132677943159,0.26
36,NR_041461.1,1,1492,3,1373,92.0241,2.45375,16.4,3.67,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,2.4537533512064345,0.9174393863554364,0.3738922601590579,0.02
37,NR_041464.1,1,1492,19,1472,98.6595,16.6025,16.4,7.16,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,16.60254691689008,3.47620312284596,0.20937770212289258,0.13
38,NR_041541.1,1,1467,13,1453,99.0457,11.835,17.0,12.0,407975,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella pleuritidis,11.83503749147921,2.068044773211369,0.1747391822544107,0.09
39,NR_041590.1,1,1342,2021,1312,97.7645,1863.72,19.5,16.2,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1863.715350223547,406.9923700971269,0.2183768943300861,13.91
40,NR_041668.1,1,1484,6,1454,97.9784,5.46361,16.4,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,5.463611859838275,1.0762803572019188,0.19699063271924613,0.04
41,NR_041907.1,1,1485,5,1449,97.5758,4.43098,18.4,0.2,862515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella marshii,4.430976430976431,1.0756487617729984,0.24275659745180891,0.03
42,NR_042007.1,1,1454,1,1351,92.9161,0.929161,16.3,1.0,622312,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,0.9291609353507565,0.256555825443242,0.27611559599887037,0.01
43,NR_042058.1,1,1569,1,1345,85.7234,0.857234,14.3,60.0,1255,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,0.8572339069471001,0.34983415460373574,0.4080964970804917,0.01
44,NR_042152.1,1,1456,8,1443,99.1071,7.2081,17.2,0.125,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,7.208104395604396,1.6620241961722246,0.23057715384723762,0.06
45,NR_042499.1,1,1368,3,1367,99.9269,2.96199,23.4,11.3,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,2.961988304093567,0.21292894755131764,0.07188716689294239,0.02
46,NR_042745.1,1,1493,49,1457,97.5887,46.2009,19.4,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,46.20093770931011,7.937874933778244,0.17181198753415464,0.34
47,NR_042832.1,1,1456,2,1353,92.9258,1.71635,16.1,3.0,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,1.7163461538461537,0.587092716868037,0.3420596221528059,0.01
48,NR_042841.1,1,1510,1,1340,88.7417,0.887417,14.8,0.0,873533,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella oralis,0.8874172185430463,0.31608210764984773,0.3561820765307986,0.01
49,NR_043142.1,1,1465,8,1455,99.3174,7.48805,17.3,7.5,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,7.488054607508532,1.0372058012521579,0.138514721862754,0.06
50,NR_043216.1,1,1451,1,1379,95.0379,0.950379,20.4,1.0,840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella loescheii,0.9503790489317712,0.21716056797520297,0.22849890074838253,0.01
51,NR_043224.1,1,1455,4,1442,99.1065,3.389,17.8,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,3.389003436426117,1.0978967881255912,0.3239585939409319,0.03
52,NR_043319.1,1,1433,1,1351,94.2777,0.942777,16.7,1.0,717959,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,0.9427773900907188,0.2322674812031433,0.24636513735314902,0.01
53,NR_043656.1,1,1540,12,1490,96.7532,11.063,18.3,1.25,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,11.062987012987014,2.3068067347568615,0.20851572292807222,0.08
54,NR_043657.1,1,1553,532,1532,98.6478,483.729,18.6,10.3,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,483.72891178364455,107.2504842390824,0.2217160926842675,3.66
55,NR_043680.1,1,1395,1,1121,80.3584,0.803584,18.9,1.0,358742,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster aldenensis,0.803584229390681,0.3972865661776991,0.4943931844941037,0.01
56,NR_043681.1,1,1420,2,1260,88.7324,1.60141,17.4,4.5,358743,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,1.6014084507042254,0.6819592647672067,0.42584967280977726,0.01
57,NR_044270.1,1,1454,38,1454,100.0,35.7909,18.8,2.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,35.79092159559835,4.046704652607436,0.11306511462127616,0.26
58,NR_044289.1,1,1454,1,1233,84.8006,0.848006,16.1,11.0,460384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,0.8480055020632737,0.35901555750926584,0.4233646558138463,0.01
59,NR_044407.1,1,1453,1,1157,79.6284,0.796284,16.7,0.0,470565,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella histicola,0.7962835512732278,0.40276054578983295,0.505800408844103,0.01
60,NR_044473.1,1,1399,79,1399,100.0,73.1165,17.5,7.61,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,73.11651179413867,8.71533810900191,0.11919794715508528,0.54
61,NR_044490.1,1,1482,25,1454,98.1107,23.5263,18.6,51.6,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,23.526315789473685,3.8908413242727327,0.16538251713910943,0.17
62,NR_044650.1,1,1377,1,870,63.1808,0.631808,19.7,1.0,39029,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae,0.6318082788671024,0.4823137750698097,0.7633862853691126,0.01
63,NR_044657.2,1,1470,9,1435,97.619,8.15578,21.1,39.0,2153,Bacteria,unclassified Bacteria kingdom,Mycoplasmatota,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,8.15578231292517,1.781485631335015,0.21843221937296453,0.06
64,NR_044688.3,1,1456,5,1427,98.0082,4.75,19.2,5.4,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,4.75,0.7901349168421725,0.16634419301940473,0.03
65,NR_044715.2,1,1476,1,1402,94.9864,0.949864,18.4,1.0,1531,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,0.9498644986449865,0.21822450105085744,0.22974277000789273,0.01
66,NR_074140.1,1,1451,1,1329,91.592,0.91592,15.0,1.0,28112,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,0.9159200551343901,0.27750767149217115,0.3029824163545074,0.01
67,NR_074277.1,1,1483,1,1379,92.9872,0.929872,17.9,0.0,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,0.9298718813216453,0.2553628117972309,0.2746215010118154,0.01
68,NR_074376.1,1,1497,55,1483,99.0648,50.9259,18.2,0.836,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,50.92585170340681,9.4693108895791,0.18594310301825795,0.38
69,NR_074515.1,1,1510,211,1493,98.8742,195.601,19.2,20.9,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,195.60066225165562,40.13894905636547,0.20520865621980133,1.45
70,NR_074902.1,1,1542,13,1464,94.9416,11.7795,17.4,3.62,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,11.779507133592737,2.8620501419767344,0.24296858175116295,0.09
71,NR_102852.1,1,1519,3,1458,95.9842,2.7393,17.1,0.333,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,2.739302172481896,0.6954964980054722,0.2538955011944995,0.02
72,NR_102861.1,1,1512,3,1446,95.6349,2.78902,18.7,7.67,717959,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,2.789021164021164,0.6595341426085325,0.23647513009819804,0.02
73,NR_102893.1,1,1537,4,1459,94.9252,3.43006,15.7,1.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,3.4300585556278467,1.0937604115254993,0.3188751427379917,0.03
74,NR_102980.1,1,1552,475,1513,97.4871,437.882,19.1,2.44,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,437.882087628866,95.85217833475707,0.21889951894081158,3.27
75,NR_104700.1,1,1493,5,1361,91.1587,3.9136,16.6,0.8,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,3.913596784996651,1.4593977933148738,0.37290448492539907,0.03
76,NR_104735.1,1,1511,6,1442,95.4335,5.27002,17.2,1.5,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,5.270019854401059,1.512758862972292,0.28704993619881114,0.04
77,NR_104803.1,1,1521,10,1458,95.858,9.32084,19.7,3.2,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,9.320841551610782,2.0839433935681337,0.2235788884543367,0.07
78,NR_104826.1,1,1530,27,1469,96.0131,24.8281,18.3,0.704,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,24.828104575163398,5.419149747798464,0.2182667521555177,0.19
79,NR_104899.1,1,1480,3,1453,98.1757,2.81081,18.1,5.33,384636,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanisolvens,2.810810810810811,0.5320962033437705,0.18930345695884143,0.02
80,NR_104901.1,1,1515,1,1454,95.9736,0.959736,19.2,1.0,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,0.9597359735973597,0.1965778079552422,0.20482488242929295,0.01
81,NR_112143.1,1,1397,16,1397,100.0,15.0587,19.0,5.56,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,15.058697208303508,1.8939656329616292,0.12577221035544023,0.11
82,NR_112789.1,1,1468,4,1454,99.0463,3.59537,16.2,15.8,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,3.595367847411444,0.7499539047426166,0.20858892234978424,0.03
83,NR_112848.1,1,1525,1,1166,76.459,0.76459,16.1,0.0,1236509,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentasini,0.7645901639344262,0.42425469372672153,0.5548785659804891,0.01
84,NR_112895.1,1,1476,1,1401,94.9187,0.949187,21.5,0.0,742727,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus,0.9491869918699187,0.2196156787090914,0.2313724066913768,0.01
85,NR_112899.1,1,1491,5,1432,96.0429,4.5835,17.3,0.2,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,4.583501006036217,1.0754108365191504,0.2346265082309121,0.03
86,NR_112901.1,1,1469,50,1458,99.2512,47.2832,18.4,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,47.283185840707965,7.4172629346665335,0.15686893348630326,0.34
87,NR_112931.1,1,1490,1,1344,90.2013,0.902013,15.0,2.0,85831,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides acidifaciens,0.9020134228187919,0.2972964982530383,0.329592099997788,0.01
88,NR_112932.1,1,1478,74,1478,100.0,70.1326,19.5,58.9,47678,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,70.13261163734776,9.758102983104703,0.13913788115525152,0.51
89,NR_112935.1,1,1488,6,1459,98.0511,5.68212,18.8,55.3,28111,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,5.682123655913978,0.9708951671367173,0.17086836294493618,0.04
90,NR_112938.1,1,1478,60,1462,98.9175,56.7267,19.4,0.0667,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,56.726657645466844,7.821398153286815,0.13787870602511765,0.41
91,NR_112940.1,1,1459,40,1458,99.9315,38.2399,19.5,13.5,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,38.23989033584647,3.1851736704295437,0.08329452941562777,0.28
92,NR_112943.1,1,1476,99,1464,99.187,93.7757,19.1,57.6,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,93.77574525745257,13.127908677059356,0.13999258167469536,0.68
93,NR_112944.1,1,1461,74,1459,99.8631,70.4367,19.4,33.9,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,70.43668720054757,6.70720359966388,0.09522315523680305,0.51
94,NR_112945.1,1,1477,123,1465,99.1875,116.42,19.3,33.6,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,116.41976980365607,16.46850757829273,0.14145799812237345,0.85
95,NR_112946.1,1,1489,54,1457,97.8509,49.7985,18.4,1.72,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,49.79852249832102,9.292051122841901,0.1865929079151934,0.37
96,NR_112947.1,1,1465,4,1462,99.7952,3.83754,18.8,30.5,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,3.837542662116041,0.4726911940194105,0.12317548901430743,0.03
97,NR_113015.1,1,1490,27,1470,98.6577,24.743,17.3,0.667,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,24.742953020134227,4.663621242312969,0.18848280714585738,0.19
