index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
26,NR_041342.1,1,1488,15,1456,97.8495,14.1512,18.8,27.1,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,14.151209677419354,2.427300181495716,0.17152598518619108,0.13
27,NR_041343.1,1,1492,34,1454,97.4531,32.2225,19.9,50.9,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,32.22252010723861,5.50408837350221,0.1708149565950848,0.3
28,NR_041351.1,1,1493,21,1458,97.6557,19.4963,19.1,38.2,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,19.49631614199598,3.409261030801628,0.17486693414136426,0.19
29,NR_041446.1,1,1456,10,1450,99.5879,9.54602,19.8,1.8,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,9.546016483516484,1.2472268402087594,0.13065416787854908,0.09
30,NR_041461.1,1,1492,1,1366,91.555,0.91555,16.1,3.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,0.9155495978552279,0.27806210047821617,0.3037105811958261,0.01
31,NR_041508.1,1,1461,1,1310,89.6646,0.896646,19.3,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,0.8966461327857632,0.30442050743354554,0.33951019951176337,0.01
32,NR_041590.1,1,1342,622,1313,97.839,576.727,20.2,20.5,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,576.7272727272727,125.55062089340684,0.21769496056549106,5.5
33,NR_043224.1,1,1455,15,1454,99.9313,13.9182,19.3,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,13.918213058419244,1.9957458800749657,0.1433909562742124,0.13
34,NR_043656.1,1,1540,1,1383,89.8052,0.898052,16.7,1.0,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,0.8980519480519481,0.3025799838919428,0.3369292662281937,0.01
35,NR_043657.1,1,1553,51,1536,98.9053,45.9337,18.4,12.1,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,45.93367675466838,10.312320749660076,0.22450457873725518,0.45
36,NR_044049.1,1,1440,1,1391,96.5972,0.965972,19.0,1.0,33043,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,0.9659722222222222,0.1813005463788936,0.18768712206010552,0.01
37,NR_044473.1,1,1399,47,1399,100.0,44.1315,18.1,10.6,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,44.13152251608292,4.149958865168196,0.09403615893052002,0.42
38,NR_044490.1,1,1482,3,1448,97.7058,2.77463,18.1,60.0,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,2.7746288798920378,0.5961674978407823,0.21486386960117687,0.03
39,NR_044688.3,1,1456,2,1424,97.8022,1.91209,17.2,1.0,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,1.9120879120879122,0.3523344954259664,0.1842668912859939,0.02
40,NR_074376.1,1,1497,15,1456,97.2612,14.0127,18.2,25.7,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,14.012692050768203,2.672350178833892,0.190709263370088,0.13
41,NR_074515.1,1,1510,34,1472,97.4834,31.7417,19.6,17.0,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,31.741721854304636,6.370943535970861,0.2007119703591905,0.3
42,NR_074809.1,1,1535,1,1411,91.9218,0.919218,18.4,1.0,585394,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,0.9192182410423453,0.2724996630775184,0.2964471883940402,0.01
43,NR_074902.1,1,1542,320,1508,97.7951,292.711,18.6,3.58,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,292.71141374837873,67.96854282647685,0.2322032542431165,2.83
44,NR_102852.1,1,1519,2,1449,95.3917,1.85056,18.4,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.8505595786701778,0.468266890159979,0.2530406994496649,0.02
45,NR_102893.1,1,1537,2,1443,93.8842,1.76122,18.9,1.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,1.7612231620039036,0.5514332779430857,0.3130967669739648,0.02
46,NR_102980.1,1,1552,121,1512,97.4227,111.645,19.9,1.64,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,111.64497422680412,24.66828096090903,0.22095290120982966,1.07
47,NR_104700.1,1,1493,2,1424,95.3784,1.80107,19.4,0.5,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,1.8010716677829872,0.5017840144335285,0.2786030247487014,0.02
48,NR_104735.1,1,1511,1,1355,89.6757,0.896757,19.0,1.0,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,0.8967571144937128,0.3042758486942797,0.3393068689129569,0.01
49,NR_104803.1,1,1521,3,1452,95.4635,2.78698,21.6,1.0,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,2.78698224852071,0.6681355851215084,0.23973442438542447,0.03
50,NR_104826.1,1,1530,628,1494,97.6471,580.958,19.2,1.65,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,580.9581699346405,124.6715982113506,0.21459651428152995,5.56
51,NR_104901.1,1,1515,21,1464,96.6337,19.5333,19.2,3.81,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,19.533333333333335,3.8021243555361934,0.19464800454963446,0.19
52,NR_112006.1,1,1449,1,1310,90.4072,0.904072,14.3,1.0,28141,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0.904071773636991,0.2944927872628729,0.32574049522435333,0.01
53,NR_112143.1,1,1397,4,1397,100.0,3.87903,19.7,4.0,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,3.879026485325698,0.40270690740453985,0.1038164882163023,0.04
54,NR_112789.1,1,1468,1,981,66.8256,0.668256,17.5,0.0,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,0.6682561307901907,0.47083954214945895,0.7045794575692209,0.01
55,NR_112899.1,1,1491,10,1430,95.9088,9.28303,20.2,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,9.283031522468143,2.059894688679413,0.22189892210252182,0.09
56,NR_112901.1,1,1469,9,1433,97.5494,8.55616,20.1,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,8.556160653505787,1.4579695183590393,0.17039996996335657,0.08
57,NR_112938.1,1,1478,1,1394,94.3166,0.943166,18.1,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.9431664411366711,0.2315243085515132,0.2454755581342443,0.01
58,NR_112940.1,1,1459,1,1388,95.1337,0.951337,17.1,4.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9513365318711446,0.21516350759021938,0.22616971006781705,0.01
59,NR_112942.1,1,1473,1,1395,94.7047,0.947047,16.9,26.0,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,0.9470468431771895,0.22393999197398742,0.23646136786930713,0.01
60,NR_112943.1,1,1476,2,1447,98.0352,1.9397,21.0,60.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,1.9397018970189701,0.3097702934625078,0.15969994870788037,0.02
61,NR_112945.1,1,1477,4,1457,98.6459,3.84766,19.5,30.8,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,3.8476641841570753,0.5752303365065815,0.14950118019007932,0.04
62,NR_112946.1,1,1489,43,1450,97.3808,39.6978,20.1,3.35,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,39.69778374748153,7.031637355517376,0.17712921709296858,0.38
63,NR_113015.1,1,1490,1,1351,90.6711,0.906711,15.9,1.0,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,0.9067114093959732,0.29083643077706445,0.3207596460827728,0.01
64,NR_113064.1,1,1490,69,1463,98.1879,64.4121,19.9,0.942,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,64.41208053691275,12.381708270598654,0.19222649179144347,0.61
65,NR_113071.1,1,1493,1,1318,88.2786,0.882786,16.4,1.0,1236498,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola paurosaccharolyticus,0.882786336235767,0.3216747127008876,0.3643856950397763,0.01
66,NR_113077.1,1,1480,3,1453,98.1757,2.83041,18.3,41.7,454154,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,2.8304054054054055,0.5069994914150358,0.17912610343620264,0.03
67,NR_113094.1,1,1494,9,1465,98.0589,8.33735,19.1,0.333,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,8.337349397590362,1.763450111075828,0.21151207979666722,0.08
68,NR_113097.1,1,1480,19,1453,98.1757,16.9703,18.8,11.9,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella buccae,16.97027027027027,3.508935687168392,0.20676958182072067,0.17
69,NR_113101.1,1,1492,2,1220,81.7694,1.5382,17.2,1.0,28129,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,1.5382037533512065,0.7830400585433028,0.5090613365344696,0.02
70,NR_113110.1,1,1405,1,1183,84.1993,0.841993,17.3,1.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.8419928825622776,0.36474767754811577,0.4331956778994951,0.01
71,NR_113122.1,1,1491,1,1390,93.226,0.93226,18.5,1.0,185294,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella paludivivens,0.932260228034876,0.2512988166689934,0.269558658743503,0.01
72,NR_113165.1,1,1466,85,1466,100.0,79.899,18.8,19.9,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,79.89904502046384,13.780560944092766,0.17247466400334663,0.75
73,NR_113188.1,1,1473,1,1258,85.4039,0.854039,15.5,4.0,572010,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,0.8540393754243042,0.3530667368206319,0.41340803126930903,0.01
74,NR_113195.1,1,1490,41,1469,98.5906,37.757,19.4,2.61,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,37.75704697986577,7.259340246184501,0.19226451290154126,0.36
75,NR_113231.1,1,1491,162,1473,98.7928,153.191,19.5,13.3,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,153.19114688128772,25.507649634935078,0.16650864070298851,1.43
76,NR_113260.1,1,1470,1,1403,95.4422,0.954422,18.0,1.0,1305,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.954421768707483,0.20856858853806762,0.21852874208906586,0.01
77,NR_113273.1,1,1469,19,1448,98.5705,17.7474,19.1,0.789,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,17.747447243022464,3.21747514496738,0.18129227831525763,0.17
78,NR_113274.1,1,1478,13,1445,97.7673,12.2828,19.5,1.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,12.282814614343708,2.2245072877707797,0.18110729157900254,0.12
79,NR_113393.1,1,1528,20,1489,97.4476,18.6767,20.7,9.25,2741,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger,18.676701570680628,3.5400005339053155,0.18954099151332687,0.18
80,NR_113410.1,1,1390,11,1379,99.2086,10.5295,19.2,8.64,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,10.529496402877697,1.3069517083552376,0.12412290753032114,0.1
81,NR_114079.1,1,1467,1,1237,84.3217,0.843217,18.7,1.0,564,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.8432174505794138,0.3635956292610885,0.4312003137639587,0.01
82,NR_114392.1,1,1494,1,1258,84.2035,0.842035,15.6,1.0,1544,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena orotica,0.8420348058902276,0.3647083650804232,0.43312742244050256,0.01
83,NR_114789.1,1,1505,1,1349,89.6346,0.896346,18.2,1.0,1535,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,unclassified Oscillospiraceae genus,[Clostridium] leptum,0.8963455149501661,0.30481179894959387,0.34006060594450616,0.01
84,NR_115211.1,1,1485,3,1451,97.7104,2.70034,17.1,1.0,253257,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,2.7003367003367003,0.634395617174955,0.23493204276927884,0.03
85,NR_116050.1,1,1454,1,1371,94.2916,0.942916,17.9,15.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.9429160935350757,0.23200287517103452,0.24604827169852966,0.01
86,NR_116860.1,1,1455,6,1448,99.5189,5.29828,19.7,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,5.298281786941581,1.2924697858751582,0.24394130736131212,0.05
87,NR_117126.1,1,1525,1,1409,92.3934,0.923934,19.9,1.0,1544,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena orotica,0.9239344262295082,0.2651030031090902,0.2869283745502928,0.01
88,NR_117373.1,1,1327,1,1025,77.2419,0.772419,15.3,1.0,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,0.7724189902034665,0.41927066887217684,0.542802124481345,0.01
89,NR_117734.1,1,1482,6,1424,96.0864,5.57827,20.4,25.5,850,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,5.578272604588394,1.2104527815999084,0.2169941964837383,0.05
90,NR_118128.1,1,1310,5,1300,99.2366,4.67634,21.0,1.2,1531,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,4.676335877862596,0.7144989234516431,0.15279033459380548,0.04
91,NR_118316.1,1,1490,3,1449,97.2483,2.76242,20.1,55.3,1349822,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,2.7624161073825504,0.6019516926444115,0.21790768271141234,0.03
92,NR_118334.1,1,1455,2,1418,97.457,1.71684,16.8,4.0,671218,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava,1.7168384879725085,0.5038255418922329,0.29346123436877464,0.02
93,NR_118643.1,1,1390,1,1283,92.3022,0.923022,17.1,1.0,1432052,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,0.923021582733813,0.26655719938012873,0.28878761273451203,0.01
94,NR_118690.1,1,1423,2,1412,99.227,1.95643,22.4,1.0,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,1.9564300773014758,0.2390227597649603,0.1221729120494032,0.02
95,NR_119068.1,1,1470,1,1336,90.8844,0.908844,15.1,1.0,36832,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora aerotolerans,0.908843537414966,0.2878314817979759,0.31670080706813214,0.01
96,NR_125570.1,1,1395,73,1377,98.7097,66.5663,19.8,1.05,796943,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium parvum,66.5663082437276,15.88183553595135,0.23858669580715194,0.65
