index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
13,NR_028862.1,1,1537,9,1521,98.959,8.46194,18.3,59.6,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,8.461938841899805,1.460836255334556,0.1726361159810251,0.21
14,NR_029097.1,1,1374,87,1327,96.5793,79.7052,19.6,1.98,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,79.70524017467248,17.787104692886572,0.2231610450442967,1.99
15,NR_037088.1,1,1453,2,1428,98.2794,1.91535,18.7,6.5,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,1.9153475567790779,0.3345115384595596,0.17464795737755662,0.05
16,NR_040877.1,1,1494,4,1455,97.3896,3.74699,17.6,1.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,3.746987951807229,0.7319270222174934,0.19533743679759472,0.09
17,NR_041313.1,1,1485,1,1369,92.1886,0.921886,17.7,60.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.9218855218855219,0.2683516469548506,0.29108998957483795,0.02
18,NR_041342.1,1,1488,28,1457,97.9167,26.3777,19.2,9.96,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,26.377688172043012,4.497590397827967,0.1705073761010959,0.64
19,NR_041343.1,1,1492,33,1455,97.5201,31.3036,20.3,49.1,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,31.303619302949063,5.472050630895194,0.17480568550038816,0.75
20,NR_041351.1,1,1493,3,1455,97.4548,2.78902,17.7,25.7,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,2.7890154052243803,0.6039276739773012,0.21653794842653956,0.07
21,NR_041446.1,1,1456,3,1438,98.7637,2.82624,19.8,8.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,2.8262362637362637,0.4910166725793251,0.17373518232697382,0.07
22,NR_041590.1,1,1342,333,1310,97.6155,309.466,20.5,9.04,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,309.4664679582712,67.1828919959796,0.21709263830496367,7.62
23,NR_042152.1,1,1456,2,1415,97.1841,1.8022,16.1,0.5,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,1.8021978021978022,0.46367571606188984,0.2572834765953169,0.05
24,NR_043224.1,1,1455,6,1444,99.244,5.68591,19.0,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,5.685910652920962,0.8771482880134227,0.15426698405167774,0.14
25,NR_043657.1,1,1553,122,1509,97.1668,110.126,18.9,9.25,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,110.12556342562782,24.797733148533222,0.22517690150371053,2.79
26,NR_044473.1,1,1399,19,1398,99.9285,17.8806,18.2,7.74,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,17.880629020729092,1.8501907724719224,0.10347459087300498,0.43
27,NR_044490.1,1,1482,8,1449,97.7733,7.5135,20.0,53.1,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,7.513495276653171,1.3153895720891817,0.17507026006611293,0.18
28,NR_074376.1,1,1497,2,1417,94.656,1.75017,17.6,1.0,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,1.7501670006680026,0.5424913817734722,0.30996549561636944,0.05
29,NR_074902.1,1,1542,132,1504,97.5357,122.221,19.9,0.811,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,122.22114137483787,28.141153274993474,0.23024783567261792,3.02
30,NR_102893.1,1,1537,1,1404,91.3468,0.913468,21.0,2.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,0.9134677944046844,0.2811483291611862,0.30778132615437553,0.02
31,NR_102980.1,1,1552,161,1526,98.3247,148.241,19.8,2.16,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,148.2409793814433,32.525702304193565,0.2194110052423541,3.68
32,NR_104700.1,1,1493,2,1365,91.4267,1.72605,15.3,1.0,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,1.7260549229738782,0.6085770428444042,0.35258266393740606,0.05
33,NR_104735.1,1,1511,1,1381,91.3964,0.913964,19.2,1.0,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,0.913964262078094,0.28041681426429943,0.30681376274681854,0.02
34,NR_104803.1,1,1521,2,1453,95.5293,1.83498,18.0,9.5,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,1.8349769888231426,0.47666054546669673,0.25976377271760864,0.05
35,NR_104826.1,1,1530,9,1464,95.6863,8.10392,19.1,0.333,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,8.10392156862745,1.8728323366411588,0.23110198201959617,0.21
36,NR_104901.1,1,1515,53,1464,96.6337,49.5842,19.7,3.02,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,49.584158415841586,9.475137513112738,0.19109203051605161,1.21
37,NR_112558.1,1,1110,1,892,80.3604,0.803604,16.3,28.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0.8036036036036036,0.39727176073678505,0.49436284127559577,0.02
38,NR_112789.1,1,1468,1,1351,92.03,0.9203,18.8,1.0,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,0.920299727520436,0.2708286156340344,0.29428305532995,0.02
39,NR_112901.1,1,1469,3,1438,97.8897,2.85228,19.1,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,2.852280462899932,0.5119038134854208,0.17947176658951863,0.07
40,NR_112943.1,1,1476,1,1427,96.6802,0.966802,20.7,60.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.9668021680216802,0.17915282841825175,0.1853045373127818,0.02
41,NR_112946.1,1,1489,4,1438,96.5749,3.7683,18.9,1.5,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,3.768300873069174,0.7890553393448367,0.20939287119666047,0.09
42,NR_113064.1,1,1490,11,1446,97.047,10.2443,19.9,1.0,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,10.244295302013423,2.0678225927803484,0.20185113097764143,0.25
43,NR_113094.1,1,1494,8,1471,98.4605,7.3668,18.5,0.625,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,7.366800535475234,1.549926220673491,0.21039340120717748,0.18
44,NR_113097.1,1,1480,4,1440,97.2973,3.69054,19.1,13.5,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella buccae,3.6905405405405407,0.7928172344717225,0.21482414994839788,0.09
45,NR_113098.1,1,1493,1,1389,93.0342,0.930342,20.6,17.0,28127,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella buccalis,0.9303415941058272,0.25457044679706187,0.27363115699640994,0.02
46,NR_113164.1,1,1466,1,1382,94.2701,0.942701,21.5,1.0,147206,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,0.9427012278308322,0.23241261342077393,0.24653899513375874,0.02
47,NR_113165.1,1,1466,1,1387,94.6112,0.946112,20.3,33.0,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,0.9461118690313779,0.2257968119999284,0.23865762537267127,0.02
48,NR_113195.1,1,1490,5,1449,97.2483,4.7047,19.3,3.8,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,4.704697986577181,0.949060685075344,0.20172616558662804,0.11
49,NR_113231.1,1,1491,45,1454,97.5184,42.285,19.3,14.2,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,42.28504359490275,7.2115609021429,0.17054637500745576,1.03
50,NR_113270.1,1,1493,1,1301,87.14,0.8714,18.2,1.0,1121114,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,0.8713998660415271,0.33475683638177833,0.38415984374941975,0.02
51,NR_113273.1,1,1469,1,1390,94.6222,0.946222,20.9,1.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,0.9462219196732471,0.22557925082578553,0.23839994205976903,0.02
52,NR_113274.1,1,1478,1,1269,85.8593,0.858593,22.9,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.8585926928281461,0.3484412154872891,0.40582830298677175,0.02
53,NR_113359.1,1,1511,1,1206,79.8147,0.798147,20.3,0.0,1527,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna aminovalerica,0.7981469225678358,0.40138312441273427,0.5028937819134672,0.02
54,NR_113393.1,1,1528,3,1483,97.055,2.81021,18.8,3.67,2741,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger,2.81020942408377,0.5905897825225932,0.210158637097001,0.07
55,NR_113410.1,1,1390,8,1382,99.4245,7.70863,19.7,9.62,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,7.7086330935251794,0.9425956825571237,0.12227792802187606,0.18
56,NR_113411.1,1,1493,556,1493,100.0,523.802,19.6,35.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,523.8017414601474,86.73751626822467,0.16559226402423857,12.72
57,NR_114079.1,1,1467,1,1063,72.4608,0.724608,20.6,0.0,564,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.7246080436264485,0.4467115699624293,0.616487180747774,0.02
58,NR_114807.1,1,1456,1,1308,89.8352,0.898352,20.0,0.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.8983516483516484,0.3021853144272983,0.3363775365490415,0.02
59,NR_115211.1,1,1485,1,1397,94.0741,0.940741,19.7,1.0,253257,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,0.9407407407407408,0.23610929556309848,0.25098232205526216,0.02
60,NR_115224.1,1,1363,1,1223,89.7285,0.897285,22.4,1.0,255519,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter subterranea,0.8972853998532648,0.30358575569916396,0.338338009008962,0.02
61,NR_116050.1,1,1454,1,1136,78.1293,0.781293,14.5,0.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.781292984869326,0.41336939492819696,0.5290837149873225,0.02
62,NR_116860.1,1,1455,2,1222,83.9863,1.5945,18.3,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,1.5945017182130585,0.7492291634367488,0.46988294517261614,0.05
63,NR_118316.1,1,1490,5,1456,97.7181,4.68792,18.6,48.2,1349822,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,4.6879194630872485,0.8966314852599392,0.19126426815136854,0.11
64,NR_119085.1,1,1503,2,1409,93.7458,1.68064,17.1,1.0,29364,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] polysaccharolyticum,1.6806387225548902,0.5851946846247625,0.34819778740737056,0.05
65,NR_121773.2,1,1532,2,1356,88.5117,1.60574,17.8,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.6057441253263707,0.6845313674433022,0.4263016483427395,0.05
66,NR_125570.1,1,1395,112,1363,97.7061,101.398,20.0,1.54,796943,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium parvum,101.39784946236558,26.474065128110666,0.2610909922496598,2.56
67,NR_125571.1,1,1436,19,1434,99.8607,17.5139,17.8,8.79,796944,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,17.51392757660167,2.9205736272697527,0.1667572059148853,0.43
68,NR_133027.1,1,1519,62,1492,98.2225,58.6537,20.2,1.29,1232428,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,58.653719552337066,10.016439958558307,0.17077245970088184,1.42
69,NR_134080.1,1,1566,94,1495,95.4662,86.1201,19.4,1.74,879612,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,86.12005108556832,20.535043567067223,0.23844671836833606,2.15
70,NR_136472.1,1,1504,40,1486,98.8032,37.7906,19.9,5.97,1499973,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,37.7905585106383,6.355650962423211,0.16818092171445553,0.91
71,NR_144607.1,1,1378,1,1308,94.9202,0.949202,19.7,1.0,1796615,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia caecimuris,0.9492017416545718,0.21958550793369658,0.23133702594238065,0.02
72,NR_144617.1,1,1431,1,1239,86.5828,0.865828,13.8,1.0,1796634,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes intestini,0.8658280922431866,0.3408369213065241,0.39365426504409684,0.02
73,NR_144722.1,1,1476,2,1435,97.2222,1.6294,21.9,1.0,1632013,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Drancourtella,Drancourtella massiliensis,1.6294037940379404,0.5374106564296445,0.32982042781295434,0.05
74,NR_144744.1,1,1491,8,1447,97.049,7.45272,19.6,6.75,1841856,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides mediterraneensis,7.45271629778672,1.4884794565432549,0.1997230804271052,0.18
75,NR_144750.1,1,1493,75,1473,98.6604,68.1286,19.1,40.7,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,68.12860013395847,14.67580693838977,0.21541330527169694,1.72
76,NR_145844.1,1,1489,1,1425,95.7018,0.957018,22.8,12.0,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,0.9570181329751511,0.20281623734776946,0.21192517713040612,0.02
77,NR_147377.1,1,1496,1,1375,91.9118,0.919118,18.7,1.0,1870999,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella,Metaprevotella massiliensis,0.9191176470588235,0.2726543561432189,0.2966479394838222,0.02
78,NR_147381.1,1,1497,19,1456,97.2612,17.8844,19.4,60.0,1852381,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,17.88443553774215,3.1384238571774947,0.17548352871156425,0.43
79,NR_147396.1,1,1453,1,1398,96.2147,0.962147,15.3,18.0,1917870,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster hominis (ex Hitch et al. 2024),0.9621472814865795,0.19083995969021664,0.1983479695492738,0.02
80,NR_156081.1,1,1411,2,1393,98.7243,1.90928,18.6,1.0,1469948,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,1.9092841956059532,0.32863394105449856,0.17212416140604955,0.05
81,NR_156907.1,1,1492,2,1447,96.9839,1.82105,16.2,1.0,1912855,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas umbilicata,1.8210455764075066,0.4552487821915277,0.24999307435765894,0.05
82,NR_157635.1,1,1561,1,1442,92.3767,0.923767,19.3,1.0,1675036,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera hexanoica,0.9237668161434978,0.26537084530069266,0.2872703810779343,0.02
83,NR_159117.1,1,1417,1,1393,98.3063,0.983063,19.9,1.0,1912896,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,0.9830628087508821,0.12903612983079038,0.13125929358954053,0.02
84,NR_163637.1,1,1454,1,1404,96.5612,0.965612,20.4,1.0,2025493,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hominis,0.9656121045392022,0.1822234016436316,0.1887128390241028,0.02
85,NR_165737.1,1,1471,1,1392,94.6295,0.946295,14.7,1.0,2382163,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus koreensis,0.9462950373895309,0.22543455724772188,0.23822861617198196,0.02
86,NR_169348.1,1,1367,3,1358,99.3416,2.91514,21.5,5.67,2584944,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,2.9151426481346014,0.3507297723519587,0.12031307372776098,0.07
87,NR_170509.1,1,1538,3,1441,93.6931,2.64694,20.6,8.33,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,2.6469440832249673,0.8408037817910279,0.31765075322883835,0.07
88,NR_179173.1,1,1401,4,1395,99.5717,3.78944,19.0,3.0,2126740,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,3.7894361170592434,0.5349215653128425,0.14116125692282772,0.09
89,NR_179270.1,1,1482,500,1482,100.0,482.932,19.4,59.5,2654621,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,482.9318488529015,22.237979766271863,0.04604786331465464,11.44
90,NR_179538.1,1,1493,2,1448,96.9859,1.84394,16.9,4.0,1852382,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium urinimassiliense,1.8439383791024782,0.43816401515116876,0.23762400095194153,0.05
91,NR_179545.1,1,1471,1,1383,94.0177,0.940177,21.5,27.0,1870987,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella vaginalis,0.9401767505098573,0.23715907806909345,0.25224946047696056,0.02
92,NR_179587.1,1,1453,1,1420,97.7288,0.977288,20.1,1.0,1926283,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi,0.9772883688919477,0.14898259267600159,0.15244486419593684,0.02
93,NR_179604.1,1,1455,44,1455,100.0,42.6062,19.2,42.2,1944635,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella seckii,42.60618556701031,1.667836908039625,0.03914541716991957,1.01
94,NR_179646.1,1,1556,39,1492,95.8869,35.6305,18.3,3.49,2045301,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera vaginalis (ex Bordigoni et al. 2020),35.63046272493573,8.254410524203468,0.23166722778558463,0.89
95,NR_179932.1,1,1396,45,1394,99.8567,43.0458,19.3,3.16,2144175,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,43.04584527220631,3.8706768011157515,0.08991986977230894,1.03
