"ID"	"Function"
"njc115"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc116"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc117"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc118"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc119"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc120"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc121"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc122"	"Nitrate (NO3-) -- Consumption"
"njc123"	"Nitrite (NO2-) -- Consumption"
"njc124"	"Oxaloacetate -- Consumption"
"njc125"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc126"	"Pectin -- Macromolecule"
"njc127"	"Pentanol -- Production"
"njc128"	"Phenylacetate -- Production"
"njc129"	"Phenylethylamine -- Production"
"njc130"	"Polypeptide -- Macromolecule"
"njc131"	"Propanoate (Propionate) -- Consumption"
"njc132"	"Propanoate (Propionate) -- Production"
"njc133"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc134"	"Putrescine -- Production"
"njc135"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc136"	"Pyruvate -- Consumption"
"njc137"	"Pyruvate -- Production"
"njc138"	"Raffinose -- Consumption"
"njc139"	"Riboflavin (Vitamin B2) -- Production"
"njc140"	"Spermidine -- Production"
"njc141"	"Stachyose -- Consumption"
"njc142"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc143"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc144"	"Succinate -- Production"
"njc145"	"Sucrose -- Consumption"
"njc146"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc147"	"Tauro-b-muricholic acid -- Consumption"
"njc148"	"Taurochenodeoxycholate -- Consumption"
"njc149"	"Taurocholate -- Consumption"
"njc150"	"Taurodeoxycholate -- Consumption"
"njc151"	"Taurolithocholate -- Consumption"
"njc152"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc153"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc154"	"Thiosulfate -- Consumption"
"njc155"	"Trehalose -- Consumption"
"njc156"	"Trimethylamine -- Production"
"njc157"	"Tyramine -- Production"
"njc158"	"Urea -- Consumption"
"njc159"	"Urea -- Production"
"njc160"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc161"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc162"	"XOS (Xylooligosaccharide) -- Consumption"
"njc163"	"Xylan -- Macromolecule"
