"ID"	"Function"
"njc88"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"njc89"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc90"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"njc91"	"L-Arginine (Arginine) -- Consumption"
"njc92"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc93"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc94"	"L-Fucose -- Consumption"
"njc95"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc96"	"L-Histidine (Histidine) -- Consumption"
"njc97"	"L-Idonate -- Consumption"
"njc98"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc99"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc100"	"L-Leucine (Leucine) -- Consumption"
"njc101"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc102"	"L-Methionine (D-Methionine) -- Consumption"
"njc103"	"L-Ornithine (Ornithine) -- Production"
"njc104"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc105"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc106"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc107"	"L-Sorbose (Sorbose) -- Consumption"
"njc108"	"L-Threonine (Threonine) -- Consumption"
"njc109"	"L-Threonine (Threonine) -- Production"
"njc110"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc111"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc112"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc113"	"Lactose -- Consumption"
"njc114"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc115"	"Lithocholic acid -- Production"
"njc116"	"Maltose -- Consumption"
"njc117"	"Mannan -- Macromolecule"
"njc118"	"Melibiose -- Consumption"
"njc119"	"Menaquinone (Vitamin K2) -- Production"
"njc120"	"Methanol -- Consumption"
"njc121"	"Methanol -- Production"
"njc122"	"Methylamine (Monomethylamine) -- Consumption"
"njc123"	"Methylamine (Monomethylamine) -- Production"
"njc124"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc125"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc126"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc127"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc128"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc129"	"N2 -- Consumption"
"njc130"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc131"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc132"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc133"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc134"	"Nitrate (NO3-) -- Consumption"
"njc135"	"Nitrite (NO2-) -- Consumption"
"njc136"	"Oxaloacetate -- Consumption"
"njc137"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc138"	"Pectin -- Macromolecule"
"njc139"	"Pentanol -- Production"
"njc140"	"Phenylacetate -- Production"
"njc141"	"Phenylethylamine -- Production"
"njc142"	"Polypeptide -- Macromolecule"
"njc143"	"Propanoate (Propionate) -- Consumption"
"njc144"	"Propanoate (Propionate) -- Production"
"njc145"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc146"	"Putrescine -- Production"
"njc147"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc148"	"Pyruvate -- Consumption"
"njc149"	"Pyruvate -- Production"
"njc150"	"Raffinose -- Consumption"
"njc151"	"Riboflavin (Vitamin B2) -- Production"
"njc152"	"Spermidine -- Production"
"njc153"	"Stachyose -- Consumption"
"njc154"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc155"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc156"	"Succinate -- Consumption"
"njc157"	"Succinate -- Production"
"njc158"	"Sucrose -- Consumption"
"njc159"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc160"	"Tauro-b-muricholic acid -- Consumption"
"njc161"	"Taurochenodeoxycholate -- Consumption"
"njc162"	"Taurocholate -- Consumption"
"njc163"	"Taurodeoxycholate -- Consumption"
"njc164"	"Taurolithocholate -- Consumption"
"njc165"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc166"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc167"	"Thiosulfate -- Consumption"
"njc168"	"Trehalose -- Consumption"
"njc169"	"Trimethylamine -- Production"
"njc170"	"Tyramine -- Consumption"
"njc171"	"Tyramine -- Production"
"njc172"	"Urea -- Consumption"
"njc173"	"Urea -- Production"
"njc174"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc175"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc176"	"XOS (Xylooligosaccharide) -- Consumption"
"njc177"	"Xylan -- Macromolecule"
