"ID"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"txid1852386"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1907654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"txid1720204"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"txid147207"	2	3	2	11	5	0	0	1	13	31	6	27	31	0	14	8	0	9	23	1	1	2	0	0	74	4	2	8	2	2	36	1	17	37	4
"txid1871016"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1937461"	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0
"txid147206"	1	0	0	8	0	0	0	0	1	2	0	2	5	1	7	2	2	1	0	0	0	1	0	0	22	0	0	2	0	0	16	0	3	0	0
"txid742742"	6	2	1	0	2	1	0	1	48	10	3	7	33	0	21	4	3	12	17	1	5	3	3	0	74	4	1	3	1	3	16	0	37	12	4
"txid1870987"	8	0	0	1	2	0	1	2	25	14	1	4	15	1	9	8	2	10	12	1	2	4	5	0	19	2	1	4	1	1	14	1	12	6	1
"txid1232426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"txid2590867"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid883106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid29391"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1
"txid1179782"	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"txid1179787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"txid46125"	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid137732"	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
"txid1351"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid1354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid28038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0
"txid1599"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
"txid889201"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1156431"	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"txid1338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid2382163"	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	1	0	1
"txid28037"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"txid655813"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
"txid1547447"	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"txid760570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid197614"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid1305"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2853160"	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"txid1673717"	0	0	1	10	0	0	2	4	0	4	0	0	1	3	0	0	0	0	0	0	0	0	9	0	1	1	6	6	0	0	4	0	0	3	1
"txid642589"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"txid1628085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"txid501571"	9	0	0	1	13	1	18	27	1	19	0	0	0	0	0	6	0	1	1	0	0	5	12	3	0	13	4	3	0	1	2	2	0	0	0
"txid179628"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2126740"	1	6	4	7	5	0	7	3	3	44	3	6	1	4	0	6	2	5	5	3	0	1	34	0	4	17	9	8	0	10	15	1	2	9	2
"txid1347366"	0	0	0	0	0	0	3	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0
"txid1958780"	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0
"txid1650661"	0	0	9	16	0	1	0	0	0	0	4	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"txid2605778"	37	6	30	35	29	0	33	28	21	6	8	29	2	21	0	27	0	18	62	11	0	13	3	12	1	65	28	89	1	29	70	10	3	37	8
"txid2479838"	1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
"txid2784388"	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
"txid1871024"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid53442"	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
"txid29322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2041044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1732"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid253314"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"txid169435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid1632013"	0	2	0	0	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
"txid2841504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid292800"	1	0	17	10	3	0	16	12	7	23	1	28	0	6	0	10	0	1	11	0	0	0	8	0	0	28	10	5	0	8	19	0	0	36	0
"txid2779352"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2714358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid2714355"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2714353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"txid1535"	0	0	4	15	0	1	2	6	1	4	0	8	4	5	0	0	0	0	0	0	0	0	18	0	1	1	4	11	0	0	9	1	0	2	1
"txid2741"	1	2	29	16	10	0	1	5	1	6	3	17	0	3	0	0	0	0	3	1	0	2	0	0	0	16	3	7	0	2	3	0	0	6	0
"txid1643805"	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid384638"	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
"txid879566"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"txid1527"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"txid433286"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1727145"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid259063"	1	3	1	1	1	0	0	2	0	0	2	0	0	0	1	0	0	0	1	1	1	2	0	0	0	1	1	1	1	1	0	0	1	1	1
"txid2696063"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid100134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid1812858"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid105841"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid2025494"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1745713"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"txid2606636"	12	21	6	11	16	1	14	6	20	5	16	7	2	5	5	5	4	6	13	6	3	10	1	3	10	47	9	7	14	12	18	1	21	7	3
"txid1912897"	0	3	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	1
"txid2696678"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid1796615"	0	0	1	2	1	1	0	2	0	2	1	4	1	0	0	0	0	1	1	0	0	0	0	0	5	1	0	0	0	1	0	0	0	2	0
"txid1532"	1	1	0	0	1	0	0	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	2	0
"txid2509240"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"txid536633"	20	27	137	130	46	20	7	82	64	87	93	313	21	8	31	68	6	41	26	10	23	17	4	5	437	50	24	27	20	29	38	2	50	94	91
"txid537007"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2025493"	1	2	2	12	3	0	0	3	0	7	2	8	1	1	0	2	0	0	0	1	0	0	0	0	0	0	3	1	1	1	1	0	2	4	2
"txid53443"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
"txid2763028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2779518"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid649762"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid1121114"	1	2	0	2	2	0	0	0	0	2	1	1	0	0	1	1	0	1	0	0	1	0	9	0	0	0	3	0	0	1	1	0	2	1	1
"txid1796616"	0	3	1	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	3	1	0
"txid180164"	1	0	0	1	0	0	0	3	0	3	1	1	0	0	1	1	0	1	0	0	0	1	0	0	6	1	0	0	0	1	0	0	0	3	2
"txid871664"	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid45851"	0	3	0	0	3	2	0	1	0	4	3	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	6	2
"txid831"	1	5	1	0	2	0	0	1	0	3	1	1	0	0	0	4	1	1	0	1	0	0	0	0	0	0	1	0	1	1	3	0	7	1	1
"txid185008"	1	1	0	4	0	0	0	0	0	0	2	2	0	0	0	4	0	2	0	0	0	0	1	0	0	1	0	1	4	2	4	0	0	0	1
"txid43305"	0	6	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0
"txid673271"	0	0	3	2	0	0	0	1	0	2	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
"txid33043"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid1796618"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2850323"	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"txid2850322"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2040291"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1720294"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2652274"	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1432052"	1	6	0	2	1	0	0	2	0	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0	0	4	5	3	3	3	7	0	0	0	1
"txid208479"	18	21	19	32	21	0	19	21	15	8	32	28	10	19	9	30	10	22	23	14	2	8	23	6	25	38	28	57	8	23	56	1	26	26	6
"txid358743"	0	2	0	2	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0
"txid1531"	1	0	0	4	2	0	0	2	0	1	3	3	0	2	0	6	0	2	5	1	0	0	1	1	0	3	5	4	0	2	8	0	0	3	0
"txid1917870"	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
"txid460384"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"txid2788944"	20	2	8	4	15	0	0	22	1	0	8	23	0	1	0	10	0	3	2	0	0	0	0	1	0	5	4	1	3	4	1	1	1	9	3
"txid39482"	27	1	16	1	12	2	0	29	1	0	8	23	0	0	0	9	0	1	2	0	0	0	0	0	0	5	2	1	4	4	3	1	0	14	1
"txid2726362"	2	0	1	2	5	1	0	4	0	0	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
"txid290055"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid1544"	2	1	3	1	9	1	0	5	0	0	3	8	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	0	1	2	1	0	1	7	2
"txid1912855"	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0
"txid1408099"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1912090"	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0
"txid1679721"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2885351"	1	7	3	2	6	1	1	1	1	4	4	7	0	2	0	7	1	2	0	1	1	2	0	0	1	1	8	5	1	2	5	0	1	6	0
"txid1096246"	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0
"txid154046"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0
"txid2763671"	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid2763668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid1469948"	0	2	1	0	4	1	0	2	0	2	0	1	2	1	0	2	0	0	0	0	1	1	0	0	0	1	2	1	2	0	3	0	2	1	0
"txid140626"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid29364"	1	3	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	1
"txid1512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
"txid1926283"	1	1	0	1	1	0	1	2	1	4	0	1	1	0	0	3	1	0	2	0	0	0	10	0	0	3	2	2	0	0	6	0	0	3	2
"txid1871021"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid1852382"	1	7	0	5	3	0	1	1	2	3	6	3	1	4	3	9	2	2	3	3	1	1	2	0	3	3	6	7	1	1	7	0	7	5	2
"txid36832"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"txid94868"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid253257"	2	2	2	1	6	0	0	3	1	7	2	2	0	2	1	7	0	2	3	1	0	1	3	0	1	4	5	9	0	3	8	0	2	6	1
"txid1286362"	3	6	4	14	6	2	23	12	20	24	3	11	5	6	0	11	2	3	9	3	0	2	108	0	8	35	12	24	1	4	34	0	0	10	0
"txid69825"	1	4	1	1	2	1	1	3	3	7	1	2	0	0	0	5	1	1	1	1	0	1	28	0	1	8	11	5	0	0	11	0	1	5	1
"txid84030"	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1
"txid29370"	0	3	0	2	1	0	2	3	2	9	3	4	1	1	0	3	0	1	3	2	0	0	10	0	1	6	9	6	1	1	12	0	1	4	1
"txid384636"	0	2	1	1	1	0	1	1	1	3	4	0	0	0	1	3	0	0	1	1	0	0	1	0	1	1	1	0	0	0	2	0	2	2	0
"txid29375"	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
"txid168384"	0	5	2	1	2	0	0	1	1	3	2	2	2	0	0	2	0	5	1	3	0	4	2	1	1	5	1	1	4	1	4	0	2	1	2
"txid1298596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid411470"	3	0	23	1	6	0	23	30	44	11	3	46	0	2	0	3	0	1	5	0	0	0	126	0	0	21	5	7	0	2	11	0	0	19	1
"txid471875"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid33039"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1653435"	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1337051"	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"txid2068655"	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid796944"	11	66	6	7	39	0	4	10	5	11	29	6	5	2	6	16	10	19	8	9	8	16	2	3	11	14	12	6	18	14	14	3	28	17	7
"txid796943"	148	242	37	78	177	18	106	93	93	44	166	58	51	28	54	98	102	120	116	71	67	107	37	29	99	150	57	65	160	115	105	26	158	76	41
"txid237576"	122	221	48	62	154	18	132	94	160	43	161	48	31	24	60	83	64	98	98	78	46	101	37	28	99	238	61	60	157	104	118	20	155	54	34
"txid2606632"	1	13	1	0	7	1	0	7	1	1	4	0	1	0	1	4	2	3	2	2	2	3	1	1	0	3	3	1	2	2	3	0	12	3	3
"txid2763669"	1	2	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	1	1
"txid301302"	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
"txid585394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid622312"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2605790"	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"txid1653434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
"txid2681861"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
"txid84037"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2755051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2606634"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2606635"	3	3	4	7	9	1	2	7	2	6	3	2	6	1	1	7	2	0	1	1	4	2	0	0	4	4	3	2	3	2	7	0	6	4	0
"txid2763667"	38	43	23	52	64	18	29	50	32	74	25	43	27	16	5	49	3	25	9	20	10	61	26	7	15	31	24	15	34	57	48	12	40	46	11
"txid1121308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
