"ID"	"Function"
"njc118"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc119"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc120"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc121"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc122"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc123"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc124"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc125"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc126"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc127"	"Nitrate (NO3-) -- Consumption"
"njc128"	"Nitrite (NO2-) -- Consumption"
"njc129"	"Oxaloacetate -- Consumption"
"njc130"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc131"	"Pectin -- Macromolecule"
"njc132"	"Pentanol -- Production"
"njc133"	"Phenylacetate -- Production"
"njc134"	"Phenylethylamine -- Production"
"njc135"	"Polypeptide -- Macromolecule"
"njc136"	"Propanoate (Propionate) -- Consumption"
"njc137"	"Propanoate (Propionate) -- Production"
"njc138"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc139"	"Putrescine -- Production"
"njc140"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc141"	"Pyruvate -- Consumption"
"njc142"	"Pyruvate -- Production"
"njc143"	"Raffinose -- Consumption"
"njc144"	"Riboflavin (Vitamin B2) -- Consumption"
"njc145"	"Riboflavin (Vitamin B2) -- Production"
"njc146"	"Spermidine -- Production"
"njc147"	"Stachyose -- Consumption"
"njc148"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc149"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc150"	"Succinate -- Production"
"njc151"	"Sucrose -- Consumption"
"njc152"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc153"	"Tauro-b-muricholic acid -- Consumption"
"njc154"	"Taurochenodeoxycholate -- Consumption"
"njc155"	"Taurocholate -- Consumption"
"njc156"	"Taurodeoxycholate -- Consumption"
"njc157"	"Taurolithocholate -- Consumption"
"njc158"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc159"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc160"	"Thiosulfate -- Consumption"
"njc161"	"Trehalose -- Consumption"
"njc162"	"Triglyceride -- Macromolecule"
"njc163"	"Trimethylamine -- Production"
"njc164"	"Tyramine -- Production"
"njc165"	"Urea -- Consumption"
"njc166"	"Urea -- Production"
"njc167"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc168"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc169"	"XOS (Xylooligosaccharide) -- Consumption"
"njc170"	"Xylan -- Macromolecule"
