"ID"	"Function"
"njc115"	"Mannan -- Macromolecule"
"njc116"	"Melibiose -- Consumption"
"njc117"	"Menaquinone (Vitamin K2) -- Consumption"
"njc118"	"Menaquinone (Vitamin K2) -- Production"
"njc119"	"Methanol -- Production"
"njc120"	"Methylamine (Monomethylamine) -- Production"
"njc121"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc122"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc123"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc124"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc125"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc126"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc127"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc128"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc129"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc130"	"Nitrate (NO3-) -- Consumption"
"njc131"	"Nitrite (NO2-) -- Consumption"
"njc132"	"Oxaloacetate -- Consumption"
"njc133"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc134"	"Pectin -- Macromolecule"
"njc135"	"Pentanol -- Production"
"njc136"	"Phenylacetate -- Production"
"njc137"	"Phenylethylamine -- Production"
"njc138"	"Polypeptide -- Macromolecule"
"njc139"	"Propanoate (Propionate) -- Consumption"
"njc140"	"Propanoate (Propionate) -- Production"
"njc141"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc142"	"Putrescine -- Production"
"njc143"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc144"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Production"
"njc145"	"Pyruvate -- Consumption"
"njc146"	"Pyruvate -- Production"
"njc147"	"Raffinose -- Consumption"
"njc148"	"Riboflavin (Vitamin B2) -- Consumption"
"njc149"	"Riboflavin (Vitamin B2) -- Production"
"njc150"	"Spermidine -- Production"
"njc151"	"Stachyose -- Consumption"
"njc152"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc153"	"Succinate -- Production"
"njc154"	"Sucrose -- Consumption"
"njc155"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc156"	"Tauro-b-muricholic acid -- Consumption"
"njc157"	"Taurochenodeoxycholate -- Consumption"
"njc158"	"Taurocholate -- Consumption"
"njc159"	"Taurodeoxycholate -- Consumption"
"njc160"	"Taurolithocholate -- Consumption"
"njc161"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc162"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc163"	"Thiosulfate -- Consumption"
"njc164"	"Trehalose -- Consumption"
"njc165"	"Triglyceride -- Macromolecule"
"njc166"	"Trimethylamine -- Production"
"njc167"	"Tyramine -- Production"
"njc168"	"Urea -- Consumption"
"njc169"	"Urea -- Production"
"njc170"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc171"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc172"	"XOS (Xylooligosaccharide) -- Consumption"
"njc173"	"Xylan -- Macromolecule"
