"ID"	"Function"
"njc117"	"Mannan -- Macromolecule"
"njc118"	"Melibiose -- Consumption"
"njc119"	"Menaquinone (Vitamin K2) -- Production"
"njc120"	"Methanol -- Production"
"njc121"	"Methylamine (Monomethylamine) -- Production"
"njc122"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc123"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc124"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc125"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc126"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc127"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc128"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc129"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc130"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc131"	"Nitrate (NO3-) -- Consumption"
"njc132"	"Nitrite (NO2-) -- Consumption"
"njc133"	"Oxaloacetate -- Consumption"
"njc134"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc135"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc136"	"Pectin -- Macromolecule"
"njc137"	"Pentanol -- Production"
"njc138"	"Phenylacetate -- Production"
"njc139"	"Phenylethylamine -- Production"
"njc140"	"Polypeptide -- Macromolecule"
"njc141"	"Propanoate (Propionate) -- Consumption"
"njc142"	"Propanoate (Propionate) -- Production"
"njc143"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc144"	"Putrescine -- Production"
"njc145"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc146"	"Pyruvate -- Consumption"
"njc147"	"Pyruvate -- Production"
"njc148"	"Raffinose -- Consumption"
"njc149"	"Riboflavin (Vitamin B2) -- Consumption"
"njc150"	"Riboflavin (Vitamin B2) -- Production"
"njc151"	"Spermidine -- Production"
"njc152"	"Stachyose -- Consumption"
"njc153"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc154"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc155"	"Succinate -- Production"
"njc156"	"Sucrose -- Consumption"
"njc157"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc158"	"Tauro-b-muricholic acid -- Consumption"
"njc159"	"Taurochenodeoxycholate -- Consumption"
"njc160"	"Taurocholate -- Consumption"
"njc161"	"Taurodeoxycholate -- Consumption"
"njc162"	"Taurolithocholate -- Consumption"
"njc163"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc164"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc165"	"Thiosulfate -- Consumption"
"njc166"	"Trehalose -- Consumption"
"njc167"	"Triglyceride -- Macromolecule"
"njc168"	"Trimethylamine -- Production"
"njc169"	"Tyramine -- Production"
"njc170"	"Urea -- Consumption"
"njc171"	"Urea -- Production"
"njc172"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc173"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc174"	"XOS (Xylooligosaccharide) -- Consumption"
"njc175"	"Xylan -- Macromolecule"
