"ID"	"Function"
"njc115"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc116"	"Lipoic acid (Lipoate) -- Consumption"
"njc117"	"Lithocholic acid -- Production"
"njc118"	"Maltose -- Consumption"
"njc119"	"Mannan -- Macromolecule"
"njc120"	"Melibiose -- Consumption"
"njc121"	"Menaquinone (Vitamin K2) -- Production"
"njc122"	"Methanol -- Production"
"njc123"	"Methylamine (Monomethylamine) -- Production"
"njc124"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc125"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc126"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc127"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc128"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc129"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc130"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc131"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc132"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc133"	"Nitrate (NO3-) -- Consumption"
"njc134"	"Nitrite (NO2-) -- Consumption"
"njc135"	"Oxaloacetate -- Consumption"
"njc136"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc137"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc138"	"Pectin -- Macromolecule"
"njc139"	"Pentanol -- Production"
"njc140"	"Phenylacetate -- Production"
"njc141"	"Phenylethylamine -- Production"
"njc142"	"Polypeptide -- Macromolecule"
"njc143"	"Propanoate (Propionate) -- Consumption"
"njc144"	"Propanoate (Propionate) -- Production"
"njc145"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc146"	"Putrescine -- Production"
"njc147"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc148"	"Pyruvate -- Consumption"
"njc149"	"Pyruvate -- Production"
"njc150"	"Raffinose -- Consumption"
"njc151"	"Riboflavin (Vitamin B2) -- Consumption"
"njc152"	"Riboflavin (Vitamin B2) -- Production"
"njc153"	"Spermidine -- Production"
"njc154"	"Stachyose -- Consumption"
"njc155"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc156"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc157"	"Succinate -- Production"
"njc158"	"Sucrose -- Consumption"
"njc159"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc160"	"Tauro-b-muricholic acid -- Consumption"
"njc161"	"Taurochenodeoxycholate -- Consumption"
"njc162"	"Taurocholate -- Consumption"
"njc163"	"Taurodeoxycholate -- Consumption"
"njc164"	"Taurolithocholate -- Consumption"
"njc165"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc166"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc167"	"Thiosulfate -- Consumption"
"njc168"	"Trehalose -- Consumption"
"njc169"	"Triglyceride -- Macromolecule"
"njc170"	"Trimethylamine -- Production"
"njc171"	"Tyramine -- Production"
"njc172"	"Urea -- Consumption"
"njc173"	"Urea -- Production"
"njc174"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc175"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc176"	"XOS (Xylooligosaccharide) -- Consumption"
"njc177"	"Xylan -- Macromolecule"
