"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"txid742742"	4	3	8	8	10	0	6	1	4	5	3	7	0	5	1	12	84	3	4	0	0	2	0	4	1	0	0	0	0	6	66	8	17	0
"txid1870987"	3	4	4	4	4	3	4	0	1	4	3	4	0	12	1	0	21	1	1	0	0	1	0	3	1	1	0	1	0	3	24	5	14	1
"txid883106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid1379"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	1	0	0	0
"txid29391"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	1	0	0	0	0	0	0	3	0	0	0
"txid1179782"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36	0	1	1	0	0	0	0	0	0	0	0	0	0	1
"txid1179787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid46125"	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	8	1	3	0	0	0	0	1	0	2	0	0	0
"txid46124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0
"txid137732"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	2	0	0	0
"txid1351"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	112	2	0	1	0	0	0	8	2	0	0	0	0	0	0
"txid935294"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1888195"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1156431"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	1	0	0	0	0	0	1	0	0	0	0	0	1
"txid1338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2382163"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	92	1	2	0	0	0	0	0	1	0	0	0	0	0	0
"txid28037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid655813"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"txid1547447"	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	83	1	6	0	2	0	1	0	0	0	0	0	0	0	0
"txid760570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	1	0	0	0	0	0	1	0	0	0	0	0	0
"txid197614"	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"txid701526"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1234680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1305"	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	41	2	2	3	0	1	0	0	2	0	0	1	0	0	0
"txid2853160"	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	111	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"txid1673717"	0	3	0	1	0	1	0	3	0	2	1	3	3	3	0	0	1	0	0	0	1	7	8	0	0	1	1	1	0	1	1	0	0	4
"txid642589"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
"txid501571"	11	11	11	11	15	25	3	22	0	11	13	0	2	27	0	4	1	1	0	0	0	4	0	0	13	87	0	13	4	22	0	10	2	0
"txid2126740"	11	3	8	13	17	8	3	9	9	7	9	13	6	40	1	9	2	2	3	0	3	35	0	2	6	15	2	3	1	1	0	6	8	8
"txid1347366"	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0
"txid1958780"	0	1	0	0	0	2	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	1	0	0	0	1
"txid29363"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	38	0	0	1	0	0	0
"txid195103"	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	12	5	0	1	0	0	0	2	37	0	0	3	0	0	0
"txid1650661"	0	0	0	0	0	8	0	0	0	0	0	51	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	14
"txid2605778"	23	26	28	39	43	12	12	5	8	18	23	111	7	54	3	15	12	2	24	0	5	62	5	2	35	59	6	6	2	27	1	4	83	59
"txid1559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"txid2479838"	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	3	0	1	0	0	0	0	1	0
"txid2784388"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1
"txid53442"	0	2	0	1	0	0	0	0	0	1	1	7	0	12	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1
"txid29322"	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1632013"	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	6	0	1	0	3	0	0	1	0	0	0	0	0
"txid292800"	5	15	3	23	20	23	0	8	0	11	14	59	2	30	1	3	5	0	4	0	1	23	4	0	4	4	3	11	0	6	0	0	24	20
"txid2714353"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
"txid1535"	0	11	0	1	0	10	0	6	0	1	1	4	4	6	0	0	1	0	0	0	0	10	23	0	0	1	2	8	0	9	3	2	0	11
"txid2741"	7	23	1	1	3	15	3	0	0	0	0	19	7	0	1	0	0	0	2	0	1	11	1	0	2	0	4	0	0	0	0	0	6	27
"txid1643805"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"txid384638"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
"txid879566"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
"txid1527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"txid433286"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1727145"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid259063"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	8	0	1	1	0	0	2	1	0
"txid1745713"	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
"txid2606636"	11	12	1	5	5	5	6	2	19	5	4	5	2	17	1	2	1	0	38	0	4	27	1	10	13	39	1	0	6	7	1	12	9	4
"txid1912897"	0	0	2	0	1	5	1	0	2	1	0	0	4	0	0	0	0	0	0	0	1	5	0	2	0	6	0	0	1	1	0	0	1	0
"txid2696678"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid1796615"	0	1	0	1	2	2	1	0	3	2	0	3	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2
"txid1532"	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	1	0	1	5	0	1	1	5	0	0	1	0	1	1	0	1
"txid2509240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"txid536633"	58	128	18	57	86	102	35	4	96	40	46	270	35	186	7	2	32	1	76	0	2	62	5	12	30	40	5	3	8	15	1	21	41	229
"txid537007"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"txid2025493"	0	0	2	0	1	16	0	1	2	0	0	8	8	1	0	0	0	0	1	0	1	17	0	0	0	3	0	0	0	2	1	2	2	6
"txid53443"	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	1	0
"txid1121114"	0	0	0	0	1	4	0	2	0	1	0	1	2	0	0	1	0	0	1	0	0	7	1	1	0	5	0	1	0	0	0	1	1	0
"txid1796616"	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	12	0	1	0	5	0	0	0	0	1	0	0	1
"txid180164"	1	2	2	1	2	1	0	0	1	1	0	0	1	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"txid871664"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"txid1121115"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"txid45851"	0	0	0	0	2	0	0	1	2	3	1	0	0	1	0	1	1	0	1	0	0	9	0	1	1	9	0	1	1	0	2	4	0	1
"txid831"	0	1	0	0	1	0	0	1	1	1	1	0	0	2	0	0	2	0	1	0	0	14	0	1	1	6	1	1	1	0	0	2	0	1
"txid185008"	1	3	0	0	0	0	0	1	0	0	1	1	0	2	0	0	2	0	0	0	1	1	0	0	0	4	1	1	0	0	0	0	3	1
"txid43305"	0	0	0	0	1	0	0	0	4	1	0	0	1	2	0	0	0	0	1	0	1	3	0	0	0	4	0	0	1	1	0	3	0	0
"txid673271"	0	1	0	0	0	4	0	1	0	0	0	3	0	3	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	1	5
"txid33043"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
"txid1796618"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0
"txid2850323"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"txid2850322"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid2652274"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"txid1432052"	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	2	0	0	5	0
"txid208479"	17	13	14	26	40	17	8	13	10	18	21	58	8	81	3	2	2	0	14	0	4	49	4	3	20	63	4	20	2	18	0	0	53	35
"txid358743"	1	0	0	0	1	0	1	1	1	0	1	1	1	5	0	0	0	0	0	0	0	5	0	0	1	2	0	0	0	0	0	1	0	2
"txid1531"	1	1	1	1	5	0	1	0	0	3	1	6	0	13	0	1	0	0	1	0	1	12	2	0	3	9	0	1	0	1	0	0	5	4
"txid1917870"	0	0	2	1	2	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	1	0	0	0	0
"txid460384"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"txid2788944"	2	2	2	3	6	5	1	0	0	3	5	42	1	51	0	0	2	0	3	0	0	3	0	0	1	8	0	0	0	3	0	5	6	18
"txid39482"	2	3	1	3	3	7	0	0	0	2	4	37	1	43	1	0	1	0	4	0	0	3	0	0	1	4	0	0	0	13	0	5	2	13
"txid2726362"	0	0	0	1	1	2	0	0	0	0	1	4	1	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
"txid290055"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid1544"	1	0	1	1	3	1	0	0	0	2	2	7	0	22	0	0	1	0	2	0	0	2	0	0	0	7	0	0	0	3	0	2	1	4
"txid1912855"	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
"txid1150298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"txid1408099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"txid1912090"	0	0	0	0	2	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0	1	5	0	1	0	5	0	0	0	0	0	1	0	1
"txid1679721"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"txid2885351"	1	2	1	1	7	0	1	2	1	1	2	1	2	10	0	1	1	0	3	0	1	17	1	0	2	14	1	0	1	1	0	2	2	3
"txid1096246"	0	0	0	1	1	1	0	1	1	0	0	3	1	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0
"txid154046"	0	0	0	0	1	0	0	1	0	1	0	0	1	5	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
"txid2763671"	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	1	1	0	0	0
"txid1469948"	0	2	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	1	9	1	3	2	6	0	2	1	1	0	2	3	0
"txid29364"	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	2	0	0	1	0	1	1	0	1	0	6	0	0	1	0	0	2	2	1
"txid1512"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	5	0	0	0	0	0	0
"txid1926283"	1	1	3	1	5	3	0	3	2	1	3	1	1	11	0	0	0	0	0	0	0	13	0	0	1	4	0	2	1	2	0	2	1	2
"txid1871021"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1852382"	2	3	5	0	2	4	2	1	6	0	2	5	3	14	0	0	0	0	2	0	1	9	0	0	2	10	0	1	0	5	0	0	9	4
"txid36832"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"txid253257"	2	1	1	5	6	1	2	1	2	5	2	7	1	16	1	2	1	0	2	0	0	16	0	1	2	10	1	2	0	0	0	0	7	2
"txid1286362"	27	16	13	29	22	34	6	14	10	11	23	33	7	45	2	1	0	0	5	0	1	47	1	2	10	18	4	13	1	6	0	6	8	15
"txid69825"	4	2	3	4	12	6	1	7	5	8	3	14	3	25	0	1	0	0	2	0	0	25	0	0	1	11	1	2	1	1	0	2	2	6
"txid84030"	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2
"txid29370"	3	4	6	5	7	7	2	4	6	3	3	7	2	12	1	2	0	0	2	0	0	24	0	0	3	7	0	2	0	1	0	4	1	2
"txid384636"	1	1	0	0	2	0	0	1	1	1	0	2	1	2	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	1
"txid29375"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"txid168384"	1	1	1	1	1	2	2	0	3	1	1	3	0	4	0	3	1	0	4	0	1	9	3	1	4	12	1	1	2	1	0	4	3	3
"txid1298596"	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"txid411470"	13	10	35	82	130	107	1	262	0	38	5	80	4	22	0	1	3	0	0	0	53	10	244	0	13	12	380	231	0	27	0	0	1	37
"txid471875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"txid1653435"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid1337051"	0	0	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	1	0	0	0	0
"txid796944"	6	6	2	4	16	6	6	5	17	18	6	4	6	16	1	5	2	1	33	0	11	42	6	22	13	105	2	1	10	7	5	18	13	10
"txid796943"	99	75	33	48	92	33	95	20	83	81	48	85	32	66	12	20	11	4	254	0	42	200	24	85	147	534	30	20	47	66	17	96	199	102
"txid237576"	107	96	37	39	73	30	68	14	118	78	34	77	24	76	10	54	20	7	306	0	36	136	31	88	133	424	29	10	40	69	5	94	154	80
"txid2606632"	1	1	3	1	6	0	1	1	5	3	1	0	1	3	0	2	0	0	7	0	4	7	0	3	2	37	1	0	3	2	0	7	5	2
"txid2763669"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	8	0	0	1	0	0	1	1	0
"txid301302"	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0
"txid622312"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"txid2605790"	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	5	0	0	0	0	0	2	0	0
"txid1653434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0
"txid36835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2606635"	1	2	2	3	3	2	2	1	5	3	2	3	2	4	0	1	3	0	9	0	1	23	0	4	0	12	1	1	2	2	0	4	2	1
"txid2763667"	37	37	25	21	34	27	16	21	21	16	21	57	21	33	7	5	4	2	63	0	14	167	4	17	22	139	19	20	10	26	24	44	33	110
"txid1121308"	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
"txid2654621"	809	606	591	283	290	691	374	300	284	605	455	835	463	582	113	278	63	203	737	0	581	1912	398	330	695	1548	257	406	95	801	701	411	381	921
"txid742816"	1274	1507	792	920	1388	508	839	1211	1265	1486	756	483	231	1049	141	45	213	8	592	0	84	519	61	476	1145	1036	92	968	197	407	1037	249	446	1031
"txid158847"	162	58	56	74	246	183	228	14	989	242	61	106	173	234	32	22	32	5	299	0	6	491	6	376	178	254	6	16	147	128	56	71	165	160
"txid491921"	34	10	29	26	114	8	16	212	74	90	5	4	18	44	1	11	16	0	13	0	11	34	2	27	44	40	3	56	8	9	170	37	12	5
"txid135083"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"txid209880"	25	0	24	9	14	4	9	0	0	11	0	2	4	0	3	4	0	0	44	0	32	30	19	0	28	0	4	0	16	21	0	24	16	4
"txid156456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"txid1852378"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	1	3	1	6	0	0	1	1	0	0	0	0
"txid1852379"	0	0	1	0	0	0	1	0	3	0	4	0	0	11	0	1	1	0	1	0	1	2	0	7	2	53	0	0	1	1	0	3	0	0
