"ID"	"Function"
"njc89"	"Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate) -- Consumption"
"njc90"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"njc91"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"njc92"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"njc93"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc94"	"L-Alanine (D-Alanine, Alanine) -- Consumption"
"njc95"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"njc96"	"L-Arginine (Arginine) -- Consumption"
"njc97"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc98"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc99"	"L-Fucose -- Consumption"
"njc100"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc101"	"L-Glycine (Glycine) -- Consumption"
"njc102"	"L-Histidine (Histidine) -- Consumption"
"njc103"	"L-Idonate -- Consumption"
"njc104"	"L-Isoleucine (Isoleucine) -- Consumption"
"njc105"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc106"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc107"	"L-Leucine (Leucine) -- Consumption"
"njc108"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc109"	"L-Methionine (D-Methionine) -- Consumption"
"njc110"	"L-Ornithine (Ornithine) -- Production"
"njc111"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc112"	"L-Proline (Proline, D-Proline) -- Consumption"
"njc113"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc114"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc115"	"L-Sorbose (Sorbose) -- Consumption"
"njc116"	"L-Threonine (Threonine) -- Consumption"
"njc117"	"L-Threonine (Threonine) -- Production"
"njc118"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc119"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc120"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc121"	"Lactose -- Consumption"
"njc122"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc123"	"Lipoic acid (Lipoate) -- Consumption"
"njc124"	"Lithocholic acid -- Production"
"njc125"	"Maltose -- Consumption"
"njc126"	"Mannan -- Macromolecule"
"njc127"	"Melibiose -- Consumption"
"njc128"	"Menaquinone (Vitamin K2) -- Production"
"njc129"	"Methanol -- Consumption"
"njc130"	"Methanol -- Production"
"njc131"	"Methylamine (Monomethylamine) -- Consumption"
"njc132"	"Methylamine (Monomethylamine) -- Production"
"njc133"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc134"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc135"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc136"	"N-Acetyl-D-mannosamine -- Consumption"
"njc137"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc138"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc139"	"N2 -- Consumption"
"njc140"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc141"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc142"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc143"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc144"	"Nitrate (NO3-) -- Consumption"
"njc145"	"Nitrite (NO2-) -- Consumption"
"njc146"	"Oxaloacetate -- Consumption"
"njc147"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc148"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc149"	"Pectin -- Macromolecule"
"njc150"	"Pentanol -- Production"
"njc151"	"Phenylacetate -- Production"
"njc152"	"Phenylethylamine -- Production"
"njc153"	"Polypeptide -- Macromolecule"
"njc154"	"Propanoate (Propionate) -- Consumption"
"njc155"	"Propanoate (Propionate) -- Production"
"njc156"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc157"	"Putrescine -- Production"
"njc158"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc159"	"Pyruvate -- Consumption"
"njc160"	"Pyruvate -- Production"
"njc161"	"Raffinose -- Consumption"
"njc162"	"Riboflavin (Vitamin B2) -- Consumption"
"njc163"	"Riboflavin (Vitamin B2) -- Production"
"njc164"	"Spermidine -- Production"
"njc165"	"Stachyose -- Consumption"
"njc166"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc167"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc168"	"Succinate -- Consumption"
"njc169"	"Succinate -- Production"
"njc170"	"Sucrose -- Consumption"
"njc171"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc172"	"Tauro-b-muricholic acid -- Consumption"
"njc173"	"Taurochenodeoxycholate -- Consumption"
"njc174"	"Taurocholate -- Consumption"
"njc175"	"Taurodeoxycholate -- Consumption"
"njc176"	"Taurolithocholate -- Consumption"
"njc177"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc178"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc179"	"Thiosulfate -- Consumption"
"njc180"	"Thymidine -- Consumption"
"njc181"	"Trehalose -- Consumption"
"njc182"	"Triglyceride -- Macromolecule"
"njc183"	"Trimethylamine -- Production"
"njc184"	"Tyramine -- Consumption"
"njc185"	"Tyramine -- Production"
"njc186"	"Urea -- Consumption"
"njc187"	"Urea -- Production"
"njc188"	"Uridine -- Consumption"
"njc189"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc190"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc191"	"XOS (Xylooligosaccharide) -- Consumption"
"njc192"	"Xylan -- Macromolecule"
