"ID"	"Function"
"njc116"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc117"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc118"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc119"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc120"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc121"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc122"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc123"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc124"	"Nitrate (NO3-) -- Consumption"
"njc125"	"Nitrite (NO2-) -- Consumption"
"njc126"	"Oxaloacetate -- Consumption"
"njc127"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc128"	"Pectin -- Macromolecule"
"njc129"	"Pentanol -- Production"
"njc130"	"Phenylacetate -- Production"
"njc131"	"Phenylethylamine -- Production"
"njc132"	"Polypeptide -- Macromolecule"
"njc133"	"Propanoate (Propionate) -- Consumption"
"njc134"	"Propanoate (Propionate) -- Production"
"njc135"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc136"	"Putrescine -- Production"
"njc137"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc138"	"Pyruvate -- Consumption"
"njc139"	"Pyruvate -- Production"
"njc140"	"Raffinose -- Consumption"
"njc141"	"Riboflavin (Vitamin B2) -- Production"
"njc142"	"Spermidine -- Production"
"njc143"	"Stachyose -- Consumption"
"njc144"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc145"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc146"	"Succinate -- Production"
"njc147"	"Sucrose -- Consumption"
"njc148"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc149"	"Tauro-b-muricholic acid -- Consumption"
"njc150"	"Taurochenodeoxycholate -- Consumption"
"njc151"	"Taurocholate -- Consumption"
"njc152"	"Taurodeoxycholate -- Consumption"
"njc153"	"Taurolithocholate -- Consumption"
"njc154"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc155"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc156"	"Thiosulfate -- Consumption"
"njc157"	"Trehalose -- Consumption"
"njc158"	"Trimethylamine -- Production"
"njc159"	"Tyramine -- Production"
"njc160"	"Urea -- Consumption"
"njc161"	"Urea -- Production"
"njc162"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc163"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc164"	"XOS (Xylooligosaccharide) -- Consumption"
"njc165"	"Xylan -- Macromolecule"
