"ID"	"Function"
"njc89"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"njc90"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"njc91"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"njc92"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc93"	"L-Alanine (D-Alanine, Alanine) -- Consumption"
"njc94"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"njc95"	"L-Arginine (Arginine) -- Consumption"
"njc96"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc97"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc98"	"L-Fucose -- Consumption"
"njc99"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc100"	"L-Glycine (Glycine) -- Consumption"
"njc101"	"L-Histidine (Histidine) -- Consumption"
"njc102"	"L-Idonate -- Consumption"
"njc103"	"L-Isoleucine (Isoleucine) -- Consumption"
"njc104"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc105"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc106"	"L-Leucine (Leucine) -- Consumption"
"njc107"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc108"	"L-Methionine (D-Methionine) -- Consumption"
"njc109"	"L-Ornithine (Ornithine) -- Production"
"njc110"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc111"	"L-Proline (Proline, D-Proline) -- Consumption"
"njc112"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc113"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc114"	"L-Sorbose (Sorbose) -- Consumption"
"njc115"	"L-Threonine (Threonine) -- Consumption"
"njc116"	"L-Threonine (Threonine) -- Production"
"njc117"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc118"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc119"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc120"	"Lactose -- Consumption"
"njc121"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc122"	"Lipoic acid (Lipoate) -- Consumption"
"njc123"	"Lithocholic acid -- Production"
"njc124"	"Maltose -- Consumption"
"njc125"	"Mannan -- Macromolecule"
"njc126"	"Melibiose -- Consumption"
"njc127"	"Menaquinone (Vitamin K2) -- Production"
"njc128"	"Methanol -- Consumption"
"njc129"	"Methanol -- Production"
"njc130"	"Methylamine (Monomethylamine) -- Consumption"
"njc131"	"Methylamine (Monomethylamine) -- Production"
"njc132"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc133"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc134"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc135"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc136"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc137"	"N2 -- Consumption"
"njc138"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc139"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc140"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc141"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc142"	"Nitrate (NO3-) -- Consumption"
"njc143"	"Nitrite (NO2-) -- Consumption"
"njc144"	"Oxaloacetate -- Consumption"
"njc145"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc146"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc147"	"Pectin -- Macromolecule"
"njc148"	"Pentanol -- Production"
"njc149"	"Phenylacetate -- Production"
"njc150"	"Phenylethylamine -- Production"
"njc151"	"Polypeptide -- Macromolecule"
"njc152"	"Propanoate (Propionate) -- Consumption"
"njc153"	"Propanoate (Propionate) -- Production"
"njc154"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc155"	"Putrescine -- Production"
"njc156"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc157"	"Pyruvate -- Consumption"
"njc158"	"Pyruvate -- Production"
"njc159"	"Raffinose -- Consumption"
"njc160"	"Riboflavin (Vitamin B2) -- Consumption"
"njc161"	"Riboflavin (Vitamin B2) -- Production"
"njc162"	"Spermidine -- Production"
"njc163"	"Stachyose -- Consumption"
"njc164"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc165"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc166"	"Succinate -- Consumption"
"njc167"	"Succinate -- Production"
"njc168"	"Sucrose -- Consumption"
"njc169"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc170"	"Tauro-b-muricholic acid -- Consumption"
"njc171"	"Taurochenodeoxycholate -- Consumption"
"njc172"	"Taurocholate -- Consumption"
"njc173"	"Taurodeoxycholate -- Consumption"
"njc174"	"Taurolithocholate -- Consumption"
"njc175"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc176"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc177"	"Thiosulfate -- Consumption"
"njc178"	"Trehalose -- Consumption"
"njc179"	"Triglyceride -- Macromolecule"
"njc180"	"Trimethylamine -- Production"
"njc181"	"Tyramine -- Consumption"
"njc182"	"Tyramine -- Production"
"njc183"	"Urea -- Consumption"
"njc184"	"Urea -- Production"
"njc185"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc186"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc187"	"XOS (Xylooligosaccharide) -- Consumption"
"njc188"	"Xylan -- Macromolecule"
