"ID"	"Function"
"njc90"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc91"	"L-Alanine (D-Alanine, Alanine) -- Consumption"
"njc92"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"njc93"	"L-Arginine (Arginine) -- Consumption"
"njc94"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc95"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc96"	"L-Fucose -- Consumption"
"njc97"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc98"	"L-Glycine (Glycine) -- Consumption"
"njc99"	"L-Histidine (Histidine) -- Consumption"
"njc100"	"L-Idonate -- Consumption"
"njc101"	"L-Isoleucine (Isoleucine) -- Consumption"
"njc102"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc103"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc104"	"L-Leucine (Leucine) -- Consumption"
"njc105"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc106"	"L-Methionine (D-Methionine) -- Consumption"
"njc107"	"L-Ornithine (Ornithine) -- Production"
"njc108"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc109"	"L-Proline (Proline, D-Proline) -- Consumption"
"njc110"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc111"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc112"	"L-Sorbose (Sorbose) -- Consumption"
"njc113"	"L-Threonine (Threonine) -- Consumption"
"njc114"	"L-Threonine (Threonine) -- Production"
"njc115"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc116"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc117"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc118"	"Lactose -- Consumption"
"njc119"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc120"	"Lipoic acid (Lipoate) -- Consumption"
"njc121"	"Lithocholic acid -- Production"
"njc122"	"Maltose -- Consumption"
"njc123"	"Mannan -- Macromolecule"
"njc124"	"Melibiose -- Consumption"
"njc125"	"Menaquinone (Vitamin K2) -- Production"
"njc126"	"Methanol -- Consumption"
"njc127"	"Methanol -- Production"
"njc128"	"Methylamine (Monomethylamine) -- Consumption"
"njc129"	"Methylamine (Monomethylamine) -- Production"
"njc130"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc131"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc132"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc133"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc134"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc135"	"N2 -- Consumption"
"njc136"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc137"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc138"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc139"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc140"	"Nitrate (NO3-) -- Consumption"
"njc141"	"Nitrite (NO2-) -- Consumption"
"njc142"	"Oxaloacetate -- Consumption"
"njc143"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"njc144"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc145"	"Pectin -- Macromolecule"
"njc146"	"Pentanol -- Production"
"njc147"	"Phenylacetate -- Production"
"njc148"	"Phenylethylamine -- Production"
"njc149"	"Polypeptide -- Macromolecule"
"njc150"	"Propanoate (Propionate) -- Consumption"
"njc151"	"Propanoate (Propionate) -- Production"
"njc152"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc153"	"Putrescine -- Production"
"njc154"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc155"	"Pyruvate -- Consumption"
"njc156"	"Pyruvate -- Production"
"njc157"	"Raffinose -- Consumption"
"njc158"	"Riboflavin (Vitamin B2) -- Consumption"
"njc159"	"Riboflavin (Vitamin B2) -- Production"
"njc160"	"Spermidine -- Production"
"njc161"	"Stachyose -- Consumption"
"njc162"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc163"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc164"	"Succinate -- Consumption"
"njc165"	"Succinate -- Production"
"njc166"	"Sucrose -- Consumption"
"njc167"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc168"	"Tauro-b-muricholic acid -- Consumption"
"njc169"	"Taurochenodeoxycholate -- Consumption"
"njc170"	"Taurocholate -- Consumption"
"njc171"	"Taurodeoxycholate -- Consumption"
"njc172"	"Taurolithocholate -- Consumption"
"njc173"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc174"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc175"	"Thiosulfate -- Consumption"
"njc176"	"Trehalose -- Consumption"
"njc177"	"Triglyceride -- Macromolecule"
"njc178"	"Trimethylamine -- Production"
"njc179"	"Tyramine -- Consumption"
"njc180"	"Tyramine -- Production"
"njc181"	"Urea -- Consumption"
"njc182"	"Urea -- Production"
"njc183"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc184"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc185"	"XOS (Xylooligosaccharide) -- Consumption"
"njc186"	"Xylan -- Macromolecule"
